,EIN,tax_pd,contributed_rev,earned_program_service_rev,total_rev,total_exp,gross_rev,Source,45_of_Gross_max_12m,45_of_Earned_max_12m,100_of_Earned_upto_45_Gross_max_12m,NAME,STATE,NAICS,NTEEFINAL
158564,311524883,201906,883898,961972,1899248,1444537,1912270,2019-990,860521.5,432887.4,12000000,PACK PLACE PERFORMING ARTS,NC,711100.0,A61
158603,616035038,201812,94825,127473,224327,222613,224327,2019-990,100947.15000000001,57362.85,12000000,MAYSVILLE PLAYERS INC,KY,711110.0,A65
158620,262624726,201812,27000,793292,820292,924526,820292,2019-990,369131.4,356981.4,12000000,GREENHOUSE THEATER CENTER NFP,IL,711110.0,A65
158626,752056765,201812,231631,48751,286641,271698,286641,2019-990,128988.45,21937.95,48751,TEATRO HISPANO DE DALLAS,TX,711110.0,A65
158826,260620603,201812,42234,131547,203515,194091,206081,2019-990,92736.45,59196.15,12000000,LILLITH LIDSEEN PERFORMING ARTSASSOCIATION INC,NC,711100.0,A60
158844,474029115,201906,11138,280132,294575,298503,302171,2019-990,135976.95,126059.40000000001,12000000,CENTRAL MIDWEST BALLET INC,WI,711120.0,A63
158849,742780534,201812,552518,127783,666150,681180,701016,2019-990,315457.2,57502.35,127783,BRUCE WOOD DANCE CO INC,TX,711120.0,A62
158884,465612306,201812,324226,21862,345248,316966,347412,2019-990,156335.4,9837.9,21862,GOLDEN ISLES YOUTH ORCHESTRA INC,GA,711130.0,A69
159045,237113188,201906,179688,76512,258300,325774,258300,2019-990,116235.0,34430.4,76512,MISSISSIPPI OPERA ASSOCIATION INC,MS,711130.0,A6A
159186,521962698,201812,100,394621,437005,614361,437005,2019-990,196652.25,177579.45,12000000,CENTER OF MUSICAL STUDIES INC,MD,711130.0,A68
159234,311104492,201812,0,182148,188973,191030,188973,2019-990,85037.85,81966.6,12000000,INTERNATIONAL ALLIANCE OF THEATRCL STAGE EMPL LOC 66 HEALTH & INS FND,OH,711110.0,A65
159324,431633963,201906,153246,162732,307706,378315,353930,2019-990,159268.5,73229.40000000001,12000000,ST LOUIS CATHEDRAL CONCERTS,MO,711130.0,A68
159472,66070715,201906,139969,29468,187542,151324,221022,2019-990,99459.90000000001,13260.6,29468,NEW HAVEN CHORALE INC,CT,711130.0,A6B
159474,460496569,201812,250,0,212758,205239,620399,2019-990,279179.55,0.0,0,ORPHEUM THEATRE ENDOWMENT INC,IA,711110.0,A65
159556,953403204,201904,175326,67063,242901,207688,248038,2019-990,111617.1,30178.350000000002,67063,SOUTHERN ARIZONA SYMPHONY ORCHESTRA ASSOCIATION,AZ,711130.0,A69
159587,920120733,201812,1637018,1273835,3007321,2952671,3007321,2019-990,1353294.45,573225.75,1273835,ALASKA CENTER FOR THE PERFORMING ARTS INC,AK,711100.0,A61
159689,363903754,201906,281242,148280,472832,509900,516336,2019-990,232351.2,66726.0,148280,CHICAGO A CAPPELLA,IL,711130.0,A6C
159933,461054613,201812,109715,186280,295995,288807,295995,2019-990,133197.75,83826.0,12000000,KNOXVILLE CHILDRENS THEATRE INC,TN,711110.0,A65
160050,510196231,201812,22236,21920846,22674443,20761568,23425576,2019-990,10541509.200000001,9864380.700000001,12000000,THEATER LEAGUE INC,MO,711110.0,A65
160143,942720943,201812,415746,114539,530409,739792,530409,2019-990,238684.05000000002,51542.55,114539,ZACCHO S F,CA,711120.0,A62
160148,571158484,201906,57141,99569,156710,137561,156710,2019-990,70519.5,44806.05,12000000,PERFORMING ARTS CENTER ON THE SQUARE,AR,711100.0,A61
160226,753079002,201903,317486,0,364972,71275,428098,2019-990,192644.1,0.0,0,GOWANDAS HISTORIC HOLLYWOOD THEATRE LTD,NY,711110.0,A65
160254,61537819,201812,25025,1762309,2028858,2169312,2028858,2019-990,912986.1,793039.05,12000000,NEW HAVEN CENTER FOR PERFORMING ARTS INC,CT,711100.0,A61
160301,271307913,201812,483110,1294770,1777880,1787987,1777880,2019-990,800046.0,582646.5,12000000,PIANOS FOR STUDENTS SOCIETY,AZ,711130.0,A68
160330,221512145,201812,0,1696516,1675696,1379038,1709794,2019-990,769407.3,763432.2000000001,12000000,COMPOSITION ROOFERS LOCAL NO 10 HEALTH FUND AND PLAN,NJ,711130.0,A68
160432,621303589,201906,147355,2256792,2493114,2266310,2537415,2019-990,1141836.75,1015556.4,12000000,BIJOU THEATER CENTER,TN,711100.0,A61
160446,452208855,201812,259036,41803,301655,294793,301655,2019-990,135744.75,18811.350000000002,41803,LOCAL THEATER COMPANY,CO,711110.0,A65
160485,900398328,201812,215739,72102,287845,245186,287845,2019-990,129530.25,32445.9,72102,CLASSICAL MUSIC INSTITUTE CMI,TX,711130.0,A69
160492,272997955,201812,125511,191948,321958,318738,342676,2019-990,154204.2,86376.6,12000000,ARMS WIDE OPEN,CA,711120.0,A62
160506,521191001,201906,32097,254999,310799,312924,349094,2019-990,157092.30000000002,114749.55,12000000,PORT TOBACCO PLAYERS INC,MD,711110.0,A65
160532,562527875,201811,223936,76220,301189,284464,301189,2019-990,135535.05000000002,34299.0,76220,NORTHERN LIGHTS MUSIC FESTIVAL,MN,711130.0,A68
160557,237315762,201905,103181,44703,158880,103433,158880,2019-990,71496.0,20116.350000000002,44703,BUTTE SYMPHONY ASSOCIATION,MT,711130.0,A69
160593,465469989,201812,10475,104074,139069,166305,153576,2019-990,69109.2,46833.3,12000000,CAPITOL THEATRE OF GREENEVILLE INC,TN,711110.0,A65
160601,930513552,201812,200334,506406,703748,627981,703748,2019-990,316686.60000000003,227882.7,12000000,PENTACLE THEATRE INC,OR,711110.0,A65
160625,232173216,201905,1249081,3051979,4706829,5009366,5500548,2019-990,2475246.6,1373390.55,12000000,STATE THEATRE CENTER FOR THE ARTS INC,PA,711100.0,A61
160682,453799708,201812,32674,299026,331700,554212,331700,2019-990,149265.0,134561.7,12000000,LA CROSSE PERFORMING ARTS CENTER INC,WI,711100.0,A61
160733,911599603,201812,363008,134330,493617,489743,520441,2019-990,234198.45,60448.5,134330,BELLINGHAM FESTIVAL OF MUSIC,WA,711130.0,A68
160788,264703063,201906,241372,162877,404249,346796,404249,2019-990,181912.05000000002,73294.65000000001,162877,LOS ANGELES YOUTH ORCHESTRA,CA,711130.0,A69
160799,541617773,201905,283205,0,283205,268735,283205,2019-990,127442.25,0.0,0,VIRGINIA ASSOCIATION,VA,711120.0,A62
160833,454525764,201812,142533,146974,289507,257462,289507,2019-990,130278.15000000001,66138.3,12000000,AMERICAN DANCE MACHINE FOR THE 21ST CENTURY FOUNDATION INC,NY,711120.0,A62
160903,465171442,201907,267289,137902,405191,380485,405191,2019-990,182335.95,62055.9,137902,CHARLESTON PERFORMING ARTS CENTER INC,SC,711100.0,A61
161002,411669156,201812,687476,810026,1774742,2200992,1864402,2019-990,838980.9,364511.7,810026,THE CEDAR CULTURAL CENTER INC,MN,711100.0,A60
161016,240828287,201905,95790,87421,193092,180036,308285,2019-990,138728.25,39339.450000000004,87421,GREATER HAZELTON CONCERT SERIES INC,PA,711130.0,A68
161026,341483824,201906,170207,106343,287813,227110,305336,2019-990,137401.2,47854.35,106343,CLEVELAND JAZZ ORCHESTRA,OH,711130.0,A6C
161040,300084912,201906,157096,91475,307244,329178,331826,2019-990,149321.7,41163.75,91475,GREAT LAKES CHAMBER ORCHESTRA INCORPORATED,MI,711130.0,A69
161128,591946449,201905,99142,183442,307805,276560,307805,2019-990,138512.25,82548.90000000001,12000000,EMIL MAESTRE MUSIC ASSOCIATION INC,FL,711130.0,A68
161218,43833346,201905,203440,222315,430761,379686,430761,2019-990,193842.45,100041.75,12000000,TEXAS COLOR GUARD CIRCUIT,TX,711130.0,A6C
161232,841316133,201905,18861,3000,-201120,578939,75240,2019-990,33858.0,1350.0,3000,VILAR CENTER ARTS FOUNDATION,CO,711100.0,A61
161296,382004844,201905,108864,103178,212042,213197,212042,2019-990,95418.90000000001,46430.1,12000000,NEW VIC THEATRICALS INC,MI,711110.0,A65
161419,240795385,201906,1056047,382454,1910085,1548367,11152118,2019-990,5018453.100000001,172104.30000000002,382454,BACH CHOIR OF BETHLEHEM,PA,711130.0,A6B
161481,272852914,201905,15997,677810,773230,752861,867080,2019-990,390186.0,305014.5,12000000,JOHN BURROUGHS HIGH SCHOOL VOCAL MUSIC ASSOCIATION,CA,711130.0,A6B
161516,581440788,201905,2594216,3717012,6678164,7890836,7615507,2019-990,3426978.15,1672655.4000000001,12000000,NASHVILLE BALLET,TN,711120.0,A63
161536,743190852,201808,240054,93995,358046,326106,358046,2019-990,161120.7,42297.75,93995,OWEN-COX DANCE GROUP,MO,711120.0,A62
161548,10199433,201906,232318,0,232326,200238,232326,2019-990,104546.7,0.0,0,THE PORTLAND PLAYERS INC,ME,711110.0,A65
161596,474340559,201905,1318725,0,1323874,53258,1323874,2019-990,595743.3,0.0,0,NASHVILLE BALLET FOUNDATION,TN,711120.0,A63
161632,371731339,201906,110,54455,72996,54399,99134,2019-990,44610.3,24504.75,12000000,WALTON RAIDER ORCHESTRA GUILD INC,GA,711130.0,A69
161642,742568260,201812,270215,20759,292458,118527,293767,2019-990,132195.15,9341.550000000001,20759,PORT ARANSAS COMMUNITY THEATRE,TX,711110.0,A65
161659,383710627,201812,87,791904,791991,711833,791991,2019-990,356395.95,356356.8,12000000,ACTORS FOR AUTISM,CA,711110.0,A65
161676,231892381,201906,234259,447215,682981,765830,682981,2019-990,307341.45,201246.75,12000000,HEDGEROW THEATRE INC,PA,711110.0,A65
161765,363465785,201905,15498,151471,163149,154057,214055,2019-990,96324.75,68161.95,12000000,WACONIA CHOIR BOOSTERS,MN,711130.0,A6B
161782,830312856,201812,21070,25593,56988,87030,56988,2019-990,25644.600000000002,11516.85,25593,TANDEM PRODUCTIONS,WY,711110.0,A65
161997,591155302,201906,0,324194,324535,328572,324559,2019-990,146051.55000000002,145887.30000000002,12000000,CULTURAL PARK THEATRE INC,FL,711110.0,A65
162012,411872827,201812,22082,133957,156042,166538,156042,2019-990,70218.90000000001,60280.65,12000000,BRAVE NEW INSTITUTE,MN,711110.0,A65
162047,521304854,201905,123192,81129,207030,221212,207030,2019-990,93163.5,36508.05,81129,LYNCHBURG SYMPHONY ORCHESTRA INC,VA,711130.0,A69
162112,566063111,201905,1171336,479393,1687071,1655671,1724226,2019-990,775901.7000000001,215726.85,479393,GREENSBORO SYMPHONY ORCHESTRA INCORPORATED,NC,711130.0,A69
162156,720716521,201905,96960,57754,187516,185453,187516,2019-990,84382.2,25989.3,57754,MONROE SYMPHONY ORCHESTRA INC MONROE SYMPHONY ORCHESTRA,LA,711130.0,A69
162199,237426261,201906,237980,544393,804662,819100,804662,2019-990,362097.9,244976.85,12000000,DANCE WORKS INC,NY,711120.0,A62
162306,550634164,201812,4752,12065,16894,9653,16894,2019-990,7602.3,5429.25,12000000,MCNEILLS RANGERS INC,WV,711110.0,A65
162332,461982247,201812,0,292359,292645,287590,292645,2019-990,131690.25,131561.55000000002,12000000,BLUESTEM DEVELOPMENT INC,KS,711130.0,A68
162354,271827270,201812,19164,445291,477123,557195,479980,2019-990,215991.0,200380.95,12000000,MOMENTUM DANCE ENSEMBLE,WA,711120.0,A62
162369,237375150,201905,111711,0,112381,94467,112381,2019-990,50571.450000000004,0.0,0,ZANESVILLE CONCERT ASSOCIATION INC,OH,711130.0,A68
162374,454410662,201812,0,0,97160,86,97160,2019-990,43722.0,0.0,0,BLUESTEM COMMUNITIES INC,KS,711130.0,A68
162375,461203388,201812,0,17330783,17333126,17330781,17333126,2019-990,7799906.7,7798852.350000001,12000000,BLUESTEM COMMUNITIES MANAGEMENT INC,KS,711130.0,A68
162478,263143624,201905,3814,95422,109574,125822,111266,2019-990,50069.700000000004,42939.9,12000000,NORTHERN CALIFORNIA CHILDRENS CHORUS,CA,711130.0,A6B
162486,931177738,201906,354028,0,364765,206966,364765,2019-990,164144.25,0.0,0,SAUVIE ISLAND DRAINAGE IMPROVEMENT COMPANY,OR,711100.0,A60
162515,237390028,201906,109326,31518,142120,93742,142120,2019-990,63954.0,14183.1,31518,THE ARLINGTON MASTER CHORALE,TX,711130.0,A6B
162588,133015965,201812,254772,230712,486388,615518,486388,2019-990,218874.6,103820.40000000001,12000000,HOOK ARTS MEDIA INC,NY,711120.0,A62
162590,271399385,201812,0,279754,279783,282417,279813,2019-990,125915.85,125889.3,12000000,MAGIK MAGIK ORCHESTRA,CA,711130.0,A69
162636,742790542,201906,8137,414,8551,4587,8551,2019-990,3847.9500000000003,186.3,414,ROSE PETROFF FOUNDATION,TX,711100.0,A60
162658,596151236,201812,338416,0,339487,306363,339487,2019-990,152769.15,0.0,0,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES & MOVING PICTURE,FL,711110.0,A65
162724,346595248,201905,20495,158451,180563,152989,180563,2019-990,81253.35,71302.95,12000000,WARREN CIVIC MUSIC ASSOCIATION,OH,711130.0,A68
162750,270700819,201812,232250,231985,464235,467263,464235,2019-990,208905.75,104393.25,12000000,GEORGIA BOY CHOIR INC,GA,711130.0,A6B
162786,261091974,201812,56527,177307,243322,245252,246052,2019-990,110723.40000000001,79788.15000000001,12000000,ESQUINA TANGO CULTURAL SOCIETY OF AUSTIN,TX,711120.0,A62
162794,132947410,201906,7633,617384,625023,637168,625023,2019-990,281260.35000000003,277822.8,12000000,MSQ ENTERPRISES INC,NY,711130.0,A68
162831,473956793,201812,44888,173595,244946,224583,266223,2019-990,119800.35,78117.75,12000000,PLAZA THEATRE ASSOCIATION,OH,711110.0,A65
162835,510166234,201905,4172,12931,18577,37318,18577,2019-990,8359.65,5818.95,12000000,PORTSMOUTH LITTLE THEATRE INC,OH,711110.0,A65
162862,910836954,201806,108156,225404,351572,355651,351572,2019-990,158207.4,101431.8,12000000,BREMERTON SYMPHONY ASSOCIATION INC,WA,711130.0,A69
162886,953879718,201908,31554,46103,79777,86380,79777,2019-990,35899.65,20746.350000000002,12000000,SAN FERNANDO VALLEY SYMPHONY INC,CA,711130.0,A69
163023,201118927,201812,144519,199668,557965,549038,557965,2019-990,251084.25,89850.6,199668,AUSTIN SCOTTISH RITE COMMUNITY AND CHILDRENS THEATER INC,TX,711110.0,A65
163066,223660629,201906,41170,0,41422,52131,41422,2019-990,18639.9,0.0,0,RED BANK CHAMBER MUSIC SOCIETY INC,NJ,711130.0,A6C
163091,330306882,201812,586413,457300,1045641,896483,1092334,2019-990,491550.3,205785.0,457300,INTERNATIONAL CITY THEATRE,CA,711110.0,A65
163135,136133041,201906,1442786,229182,1810843,1521323,2568233,2019-990,1155704.85,103131.90000000001,229182,NEW YORK YOUTH SYMPHONY INC,NY,711130.0,A69
163155,510188161,201905,143518,137539,306740,346453,308257,2019-990,138715.65,61892.55,137539,BISMARCK-MANDAN ORCHESTRAL ASSN,ND,711130.0,A68
163197,146030877,201905,53422,158025,218706,208267,218706,2019-990,98417.7,71111.25,12000000,COUNTY PLAYERS INC,NY,711110.0,A65
163264,10557881,201812,175879,737980,916403,929089,916403,2019-990,412381.35000000003,332091.0,12000000,GRANDIN THEATRE FOUNDATION INC,VA,711110.0,A65
163274,134181215,201906,2050816,239680,2290496,2241942,2290496,2019-990,1030723.2000000001,107856.0,239680,ENSEMBLE FOR THE ROMANTIC CENTURY INC,NY,711130.0,A6C
163463,460792587,201812,11510,18494,40773,79325,118712,2019-990,53420.4,8322.300000000001,18494,BAND OF HELPING HANDS,KY,711130.0,A6C
163657,263435434,201908,33157,10323,43565,50708,43565,2019-990,19604.25,4645.35,10323,WOODBRIDGE COMMUNITY YOUTH PLAYERS INC,NJ,711110.0,A65
163716,650441009,201906,134044,367560,518988,422747,518988,2019-990,233544.6,165402.0,12000000,INDIAN RIVER SYMPHONIC ASSOCIATION INC,FL,711130.0,A6C
163903,954007314,201812,143640,97291,232600,228601,334960,2019-990,150732.0,43780.950000000004,97291,SKYLIGHT THEATRE COMPANY,CA,711110.0,A65
164073,911286578,201906,98178,41772,251576,224666,535926,2019-990,241166.7,18797.4,41772,NORTHWEST ASSOCIATED ARTS,WA,711130.0,A6B
164127,43688436,201906,8865,4120,12985,14714,12985,2019-990,5843.25,1854.0,4120,PARTNERS IN PLAY INC,OH,711110.0,A65
164159,646025769,201905,256131,71139,363119,395392,363119,2019-990,163403.55000000002,32012.55,71139,MERIDIAN SYMPHONY ASSOCIATION INC,MS,711130.0,A69
164230,465537705,201812,120000,0,288280,290396,351017,2019-990,157957.65,0.0,0,SEATTLE ARTS AND MUSIC GROUP,WA,711130.0,A68
164231,452767963,201812,606525,21174,704021,793546,707518,2019-990,318383.10000000003,9528.300000000001,21174,AVALOCH FARM MUSIC RETREAT INC,MD,711130.0,A68
164273,50546026,201907,285572,701129,1002639,1069313,1002639,2019-990,451187.55,315508.05,12000000,ACTF MANAGEMENT LTD,WA,711100.0,A60
164368,202771022,201812,372887,658445,1026064,1021941,1026064,2019-990,461728.8,296300.25,12000000,GREATER DES MOINES MUSIC COALITION INC,IA,711130.0,A68
164393,30500788,201812,539961,161976,774247,733163,809482,2019-990,364266.9,72889.2,161976,ASH LAWN OPERA CHARLOTTESVILLE CI,VA,711130.0,A6A
164414,223690841,201906,15547,167104,182651,155741,182651,2019-990,82192.95,75196.8,12000000,YOUTH ORCHESTRA OF CENTRAL JERSEY INC,NJ,711130.0,A69
164434,470935533,201906,306533,521624,849104,689836,870988,2019-990,391944.60000000003,234730.80000000002,12000000,INTERNATIONAL BALLET,SC,711120.0,A63
164438,830201222,201811,593691,292788,1094443,1169044,3323624,2019-990,1495630.8,131754.6,292788,TROOPERS DRUM AND BUGLE CORPS INC,WY,711130.0,A6C
164470,453021279,201812,210331,36728,248690,148051,248690,2019-990,111910.5,16527.600000000002,36728,BALLETCOLLECTIVE INC,NY,711120.0,A63
164550,541758518,201812,18813,83713,100364,130727,113851,2019-990,51232.950000000004,37670.85,12000000,ATTIC PRODUCTIONS INC,VA,711110.0,A65
164573,561449568,201905,80965,356245,437210,480536,437210,2019-990,196744.5,160310.25,12000000,COMMUNITY CONCERTS OF FAYETTEVILLE INCORPORATED,NC,711130.0,A68
164639,300861419,201812,35090,0,35090,48182,35090,2019-990,15790.5,0.0,0,PALADINS MUSIC CLUB,FL,711130.0,A68
164672,386082223,201906,291296,151517,508778,490559,530158,2019-990,238571.1,68182.65000000001,151517,SAGINAW SYMPHONY ASSOCIATION,MI,711130.0,A69
164674,954766870,201906,138955,45710,187494,206361,187494,2019-990,84372.3,20569.5,45710,TEADA PRODUCTIONS,CA,711100.0,A60
164686,800074622,201906,38573,333886,372459,230501,372459,2019-990,167606.55000000002,150248.7,12000000,SIOUX EMPIRE COMMUNITY THEATRE INC,SD,711110.0,A65
164782,916055867,201906,66920,65828,139156,142029,139156,2019-990,62620.200000000004,29622.600000000002,12000000,OLYMPIA LITTLE THEATRE,WA,711110.0,A65
164783,161004610,201812,258879,690257,993041,1068276,1059691,2019-990,476860.95,310615.65,12000000,CORTLAND REPERTORY THEATRE INC,NY,711110.0,A65
164815,581379465,201903,192513,112865,305577,302116,305577,2019-990,137509.65,50789.25,112865,GREENSBORO OPERA COMPANY,NC,711130.0,A6A
164837,237251751,201812,121068,145132,282186,203005,291567,2019-990,131205.15,65309.4,12000000,FOUR COUNTY PLAYERS INC,VA,711110.0,A65
164894,113711377,201906,357626,214927,572553,572553,572553,2019-990,257648.85,96717.15000000001,214927,FUNDARTE INC,FL,711100.0,A60
164908,20262885,201812,404483,586781,1090384,1114234,1106955,2019-990,498129.75,264051.45,12000000,PETERBOROUGH PLAYERS INC,NH,711110.0,A65
164942,752486365,201906,720087,294628,1015157,555397,1015157,2019-990,456820.65,132582.6,294628,LYRIC STAGE INC,TX,711110.0,A65
165073,800522071,201812,821746,1491542,2315299,3130486,2315299,2019-990,1041884.55,671193.9,12000000,ACTORS FUND HOUSING DEVELOPMENT CORPORATION,NY,711110.0,A65
165098,411689631,201812,90418,99556,189975,187612,189975,2019-990,85488.75,44800.200000000004,12000000,MUSIC IN WORLD CULTURES INC,PA,711130.0,A68
165215,262408760,201903,338600,1075913,1560309,1372121,1614116,2019-990,726352.2000000001,484160.85000000003,12000000,ROXIE THEATER,CA,711110.0,A65
165256,237282920,201906,19795,152366,204916,245155,219747,2019-990,98886.15000000001,68564.7,12000000,MISSION VIEJO HIGH SCHOOL INSTRUMENTAL MUSIC BOOSTERS ASSOCI,CA,711130.0,A68
165294,232997324,201906,97643,30386,128029,134048,128029,2019-990,57613.05,13673.7,30386,PHILADELPHIA DANCE PROJECTS,PA,711120.0,A62
165446,133686664,201812,903379,174753,1084791,1010021,1146601,2019-990,515970.45,78638.85,174753,TECTONIC THEATER PROJECT INC,NY,711110.0,A65
165481,10893642,201812,238413,0,238413,235047,238413,2019-990,107285.85,0.0,0,DEVELOPING KINGDOMS IN DIFFERENT STAGES,MI,711110.0,A65
165555,42665205,201905,43254,173168,221883,272237,221883,2019-990,99847.35,77925.6,12000000,MARBLEHEAD LITTLE THEATRE INC,MA,711110.0,A65
165582,223613567,201905,46669,50369,157828,140890,247738,2019-990,111482.1,22666.05,50369,RHS BAND ASSOCIATION INC,NJ,711130.0,A6C
165822,596152541,201906,21848,539916,644454,648192,644454,2019-990,290004.3,242962.2,12000000,ICEHOUSE PLAYERS INC,FL,711110.0,A65
166077,946036515,201812,929758,3011600,4039044,4394261,4510882,2019-990,2029896.9000000001,1355220.0,12000000,MONTEREY JAZZ FESTIVAL,CA,711130.0,A68
166284,560856992,201906,465298,924309,1519534,1598192,1796714,2019-990,808521.3,415939.05,12000000,CAPE FEAR REGIONAL THEATRE AT FAYETTEVILLE INC,NC,711110.0,A65
166287,542018258,201905,9122,331404,340539,338613,340539,2019-990,153242.55000000002,149131.80000000002,12000000,YOUNG MUSICIANS OF VIRGINIA,VA,711130.0,A68
166309,263668104,201812,187409,28838,224818,178760,228207,2019-990,102693.15000000001,12977.1,28838,LESBIAN & GAY BIG APPLE CORPS INC,NY,711130.0,A6C
166316,931139782,201905,73714,280367,354084,377836,354084,2019-990,159337.80000000002,126165.15000000001,12000000,PORTLAND SYMPHONIC GIRLCHOIR,OR,711130.0,A69
166357,431490366,201906,285235,206475,567003,559203,668336,2019-990,300751.2,92913.75,206475,HEARTLAND MENS CHORUS,MO,711130.0,A6B
166468,274030539,201812,354471,0,354471,387890,354471,2019-990,159511.95,0.0,0,PROJECT MIRACLE,CA,711110.0,A65
166499,320156199,201812,772486,234658,942906,946946,1026465,2019-990,461909.25,105596.1,234658,DANIELS MUSIC FOUNDATION,NY,711130.0,A68
166515,582373376,201806,41645,51100,92745,116469,92745,2019-990,41735.25,22995.0,12000000,ART WITHIN INC,GA,711110.0,A65
166675,262611363,201812,72975,315769,389113,324683,389113,2019-990,175100.85,142096.05000000002,12000000,HARK UP MINISTRIES,MI,711130.0,A6B
166779,760094763,201906,454395,52704,507099,503994,507099,2019-990,228194.55000000002,23716.8,52704,HOUSTON INTERNATIONAL DANCE COALITION,TX,711120.0,A62
166795,251431960,201906,2507,167828,176011,239547,186429,2019-990,83893.05,75522.6,12000000,WESTMORELAND HOCKEY ASSOCIATION,PA,711130.0,A68
166809,931035820,201812,145734,226448,389694,297086,395671,2019-990,178051.95,101901.6,12000000,TRIANGLE PRODUCTIONS,OR,711110.0,A65
166810,237179740,201905,521869,830372,1435541,1365086,1479211,2019-990,665644.9500000001,373667.4,12000000,MIDWEST YOUNG ARTISTS,IL,711130.0,A69
166829,911976719,201812,47795,191687,273422,263589,277387,2019-990,124824.15000000001,86259.15000000001,12000000,ARC DANCE PRODUCTIONS,WA,711120.0,A62
166839,510159252,201812,583672,767542,1662222,1725682,2102461,2019-990,946107.4500000001,345393.9,767542,KUUMBWA JAZZ SOCIETY,CA,711130.0,A6C
167066,521124289,201905,14285,373761,388247,387345,388247,2019-990,174711.15,168192.45,12000000,SOCIETY OF HEALTH AND PHYSICAL EDUCATORS,NJ,711120.0,A62
167170,42546402,201906,145313,354380,525304,521768,533833,2019-990,240224.85,159471.0,12000000,PUPPET SHOWPLACE INC,MA,711110.0,A65
167251,113779120,201812,38345,501855,540228,463059,540228,2019-990,243102.6,225834.75,12000000,EXCELLENCE IN THE COMMUNITY INC,UT,711130.0,A68
167254,300194631,201906,465459,213805,679385,667238,679385,2019-990,305723.25,96212.25,213805,ARS LYRICA HOUSTON,TX,711130.0,A68
167287,160806883,201905,91326,0,99030,94670,99030,2019-990,44563.5,0.0,0,AMHERST SYMPHONY ORCHESTRA ASSOCIATION INC,NY,711130.0,A69
167339,133672065,201806,375300,127482,507641,583296,570386,2019-990,256673.7,57366.9,127482,ACTORS COMPANY THEATRE INC,NY,711110.0,A65
167372,953722448,201906,178118,73704,285504,275550,311578,2019-990,140210.1,33166.8,73704,CAMERATA SINGERS OF LONG BEACH INC,CA,711130.0,A6B
167486,237369475,201812,306516,555193,938957,1007890,947005,2019-990,426152.25,249836.85,12000000,WILL GEER THEATRICUM BOTANICUM,CA,711110.0,A65
167534,946130967,201906,391770,2500,439152,563249,491683,2019-990,221257.35,1125.0,2500,SAN FRANCISCO CHAMBER ORCHESTRA INC,CA,711130.0,A69
167593,391904496,201906,26893,41536,68510,63259,69574,2019-990,31308.3,18691.2,12000000,AMES CHILDRENS CHOIR ASSOCIATION INC,IA,711130.0,A6B
167620,203053280,201906,802841,5422,806645,244014,812746,2019-990,365735.7,2439.9,5422,THE PARK THEATRE INC,NH,711110.0,A65
167753,611680107,201906,500,0,184361,76356,184361,2019-990,82962.45,0.0,0,BUCKS COUNTY SYMPHONY FOUNDATION INC,PA,711130.0,A69
167865,953554978,201812,35875,17854,236950,295835,458730,2019-990,206428.5,8034.3,17854,SOUTHEAST SYMPHONY ASSOCIATION INC,CA,711130.0,A69
167892,931069099,201812,924378,1935143,3192948,2671239,3225199,2019-990,1451339.55,870814.35,12000000,BROADWAY ROSE THEATRE CO,OR,711110.0,A65
168113,43428393,201906,196328,525307,742361,712997,748378,2019-990,336770.10000000003,236388.15,12000000,NORTHAMPTON COMMUNITY MUSIC CENTER INC,MA,711130.0,A68
168235,133036753,201812,192184,26369,218590,223662,218590,2019-990,98365.5,11866.050000000001,26369,BOND STREET THEATRE COALITION LTD,NY,711110.0,A65
168327,473230097,201812,2287678,287873,2704842,1332409,2783211,2019-990,1252444.95,129542.85,287873,BEDFORD PLAYHOUSE INC,NY,711100.0,A61
168347,753009451,201812,309331,71745,381076,380513,381076,2019-990,171484.2,32285.25,71745,GOLDEN THREAD PRODUCTIONS,CA,711110.0,A65
168383,453563211,201812,730166,414946,1232064,1063078,1295217,2019-990,582847.65,186725.7,414946,VILLAGE THEATER COMPANY,PA,711110.0,A65
168403,951508353,201812,0,1266876,1289321,974054,1289321,2019-990,580194.4500000001,570094.2000000001,12000000,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES & MOVING PICTURE,CA,711110.0,A65
168490,222544626,201904,0,55963,69136,62396,69136,2019-990,31111.2,25183.350000000002,12000000,HOMSITE HOLDING COMPANY INC,NY,711100.0,A60
168529,752687552,201905,22728,54585,77313,73228,77313,2019-990,34790.85,24563.25,12000000,VOICES FOR CHOIR BOOSTER CLUB,TX,711130.0,A6B
168602,510191426,201812,306250,0,306250,60621,306250,2019-990,137812.5,0.0,0,CANADIAN OPERA COMPANY INC,NY,711130.0,A6A
168666,953488007,201808,1475810,490589,2029124,2135110,2331962,2019-990,1049382.9000000001,220765.05000000002,490589,GAY MENS CHORUS OF LOS ANGELES,CA,711130.0,A6B
168692,440533308,201812,0,415794,421913,336605,421913,2019-990,189860.85,187107.30000000002,12000000,MISSOURI LIMESTONE PRODUCERS ASSN,MO,711100.0,A61
168753,410945277,201906,1314857,451844,2314078,2114523,2975414,2019-990,1338936.3,203329.80000000002,451844,THE SCHUBERT CLUB,MN,711130.0,A68
