,EIN,Tax Year,Name,NAME,STATE,NAICS,NTEEFINAL
215034,275553976,2017,PROJECT BLUES INCORPORATED,PROJECT BLUES INCORPORATED,OH,711130.0,A68
215038,275555558,2019,MENS CHORUS OF THE OZARKS,MENS CHORUS OF THE OZARKS,MO,711130.0,A6B
215055,275558304,2018,HAMNER THEATER,HAMNER THEATER,VA,711110.0,A65
215068,275560644,2016,MUSICIANS LEGACY PROJECT,MUSICIANS LEGACY PROJECT,WA,711130.0,A68
215078,275562989,2018,STAGENORTH GROUNDLINGS INC,STAGENORTH GROUNDLINGS INC,WI,711110.0,A65
215133,276654805,2018,JACKSONVILLE SYMPHONY PLAYERS ASSO HEALTH AND WELFARE BENEFIT TR,JACKSONVILLE SYMPHONY PLAYERS ASSO HEALTH AND WELFARE BENEFIT TR,FL,711130.0,A69
215148,276872496,2019,DAVID L MARZETTI MUSIC TR FUND,DAVID L MARZETTI MUSIC TR FUND,NC,711130.0,A68
215167,300001693,2019,NEW MEXICO BRANCH ROYAL SCOTTISH COUNTRY DANCE SOCIETY INC,NEW MEXICO BRANCH ROYAL SCOTTISH COUNTRY DANCE SOCIETY INC,NM,711120.0,A62
215181,300003570,2018,CADILLAC STRING ASSOCIATION,CADILLAC STRING ASSOCIATION,MI,711130.0,A68
215270,300020436,2018,BLACK GAL PRODUCTIONS,BLACK GAL PRODUCTIONS,MS,711110.0,A65
215292,300024719,2019,CHURCH STREET SINGERS,CHURCH STREET SINGERS,MI,711130.0,A6B
215330,300029869,2018,REVERIE YOUTH SYMPHONY ORCHESTRA,REVERIE YOUTH SYMPHONY ORCHESTRA,CA,711130.0,A69
215365,300036018,2019,KIDS PLAY INCORPORATED,KIDS PLAY INCORPORATED,IN,711110.0,A65
215368,300036931,2019,HAWAII LION DANCE ASSOCIATION,HAWAII LION DANCE ASSOCIATION,HI,711120.0,A62
215408,300043455,2019,NEW YORK CITY CLASSICAL GUITAR SOCIETY,NEW YORK CITY CLASSICAL GUITAR SOCIETY,NY,711130.0,A6C
215438,300048034,2019,RIVERTOWN FOLLIES INC,RIVERTOWN FOLLIES INC,MI,711110.0,A65
215450,300049212,2019,KENMORE & DISTRICT PIPE BAND,KENMORE & DISTRICT PIPE BAND,WA,711130.0,A6C
215499,300055116,2017,MOTOR CITY LYRIC OPERA,MOTOR CITY LYRIC OPERA,MI,711130.0,A6A
215506,300055680,2019,NOTES FOR HIRE,NOTES FOR HIRE,CA,711130.0,A68
215554,300063678,2019,CHICAGO BRASS BAND ASSOCIATION INC,CHICAGO BRASS BAND ASSOCIATION INC,IL,711130.0,A6C
215614,300069007,2019,HERITAGE CHORALE,HERITAGE CHORALE,OH,711130.0,A6B
215636,300071196,2019,INNERVATION DANCE COOPERATIVE INC,INNERVATION DANCE COOPERATIVE INC,IL,711120.0,A62
215658,300074165,2018,ITASCA CHORAL SOCIETY INC,ITASCA CHORAL SOCIETY INC,MN,711130.0,A6B
215678,300075668,2018,JAZZ IN THE MORNING,JAZZ IN THE MORNING,TX,711130.0,A6C
215683,300076369,2019,LARRY JOHNSON FOUNDATION FOR MUSIC,LARRY JOHNSON FUND FOR MUSICALLY GIFTED CHILDREN,OK,711130.0,A68
215729,300082676,2017,ZENEITH DANCE COTERIE,ZENEITH DANCE COTERIE,CA,711120.0,A62
215798,300092644,2014,NOEL RECORDS,NOEL RECORDS,PA,711130.0,A6B
215807,300093252,2018,THE BATTERY FACTORY,THE BATTERY FACTORY,WI,711110.0,A65
215866,300098451,2018,MOVING DOCK THEATER COMPANY,MOVING DOCK THEATER COMPANY,IL,711110.0,A65
215867,300098497,2019,HIGHLINE COMMUNITY BAND,HIGHLINE COMMUNITY BAND,WA,711130.0,A6C
215873,300099170,2013,AMERICAN FRIENDS OF CHICKEN SHED INC,AMERICAN FRIENDS OF CHICKEN SHED INC,NY,711110.0,A65
215897,300101305,2016,CONCERTS4CHARITY INC,CONCERTS4CHARITY INC,GA,711130.0,A68
215921,300103847,2013,FRANK BROWN INTERNATIONAL FOUNDATION FOR MUSIC INC,FRANK BROWN INTERNATIONAL FOUNDATION FOR MUSIC INC,FL,711130.0,A68
215922,300103945,2019,MUSICAL BEGINNINGS,MUSICAL BEGINNINGS,MN,711130.0,A68
215924,300104410,2016,LOUDONVILLE THEATRE AND ARTS COMMITTEE,LOUDONVILLE THEATRE AND ARTS COMMITTEE,OH,711110.0,A65
215971,300111464,2017,VALLEY MUSICIANS BENEFIT FUND,VALLEY MUSICIANS BENEFIT FUND,CA,711130.0,A68
215994,300115243,2019,GROVE CITY COMMUNITY WINDS INC,GROVE CITY COMMUNITY WINDS INC,OH,711130.0,A6C
216032,300119012,2018,Exit Dance Theatre Inc,EXIT DANCE THEATRE,MA,711120.0,A62
216074,300123346,2019,AMADEUS MUSIC FOUNDATION INC,AMADEUS MUSIC FOUNDATION INC,NY,711130.0,A68
216090,300124929,2019,NORTH-AMERICAN SINGERS ASSOCIATION FOUNDATION,NORTH-AMERICAN SINGERS ASSOCIATION FOUNDATION,IN,711130.0,A6B
216164,300132425,2018,ALDERSON COMMUNITY CENTER FOR THE ARTS AND HUMANITIES INC,ALDERSON COMMUNITY CENTER FOR THE ARTS AND HUMANITIES INC,WV,711100.0,A61
216215,300137866,2018,BLACKLEDGEMUSIC INC,BLACKLEDGEMUSIC INC,CT,711130.0,A68
216262,300144458,2019,MICHIGAN CITY CHAMBER MUSIC FESTIVAL INC,MICHIGAN CITY CHAMBER MUSIC FESTIVAL INC,IN,711100.0,A60
216271,300145401,2019,CLA-ZEL THEATRE INC,CLA-ZEL THEATRE INC,OH,711110.0,A65
216294,300147323,2019,NORTH AMERICAN FOLK MUSIC AND DANCE ALLIANCE INC,NORTH AMERICAN FOLK MUSIC AND DANCE ALLIANCE INC,FL,711120.0,A62
216297,300147677,2019,LEVYDANCE INC,LEVYDANCE INC,CA,711120.0,A62
216310,300149811,2012,PERCUSSIA,PERCUSSIA,NY,711130.0,A68
216336,300152778,2019,BRAMWELL THEATRE CORPORATION,BRAMWELL THEATRE CORPORATION,WV,711110.0,A65
216345,300153808,2019,SUNDAYS ON THE HILL INC,SUNDAYS ON THE HILL INC,VT,711130.0,A68
216409,300161446,2018,ENERTIA DANCE,ENERTIA DANCE,WA,711120.0,A62
216410,300161482,2016,THE MAHONING VALLEY CHORALE,THE MAHONING VALLEY CHORALE,PA,711130.0,A6B
216507,300171949,2018,STAGE ENSEMBLE THEATRE UNIT INC,STAGE ENSEMBLE THEATRE UNIT INC,MA,711110.0,A65
216563,300177781,2018,TEXAS VOICES,TEXAS VOICES,TX,711130.0,A68
216633,300186120,2019,PROJECT ARTREACH INC,PROJECT ARTREACH INC,OH,711130.0,A68
216672,300190174,2018,CELEBRATIONS IN MUSIC INC,CELEBRATIONS IN MUSIC INC,ID,711130.0,A68
216718,300194169,2019,COUNTRY MUSIC HAYRIDE INC,COUNTRY MUSIC HAYRIDE INC,TX,711130.0,A6C
216774,300200564,2018,CONCERTS GRAND,CONCERTS GRAND,CA,711130.0,A68
216776,300200798,2018,WILD HOG MUSIC INC,WILD HOG MUSIC INC,AR,711130.0,A68
216786,300202057,2019,MILFORD AREA PLAYERS,MILFORD AREA PLAYERS,NH,711110.0,A65
216808,300203568,2019,PEPPERMINT CREEK THEATRE CO,PEPPERMINT CREEK THEATRE CO,MI,711110.0,A65
216823,300206334,2017,TALLGRASS THEATRE COMPANY,TALLGRASS THEATRE COMPANY,IA,711110.0,A65
216828,300206786,2019,COMMUNITY BIKE OUTREACH INC,COMMUNITY BIKE OUTREACH INC,MI,711100.0,A60
216839,300207670,2018,RUSSIAN AMERICAN SINGERS,RUSSIAN AMERICAN SINGERS,AK,711130.0,A6B
216870,300209723,2019,HASHIRIM,HASHIRIM,CA,711130.0,A68
216902,300212200,2019,JAXRAAGA INC,JAXRAAGA INC,FL,711130.0,A68
216951,300215459,2019,CRAWFORDSVILLE COMMUNITY CHORUS,CRAWFORDSVILLE COMMUNITY CHORUS,IN,711130.0,A6B
216976,300217491,2019,GRAYS HARBOR BANJO BAND,GRAYS HARBOR BANJO BAND,WA,711130.0,A6C
216977,300217504,2016,STAGE LEFT THEATRE COMPANY,STAGE LEFT THEATRE COMPANY,CO,711110.0,A65
217018,300221159,2019,WHITEWATER VALLEY SENIORS BLUEGRASS,WHITEWATER VALLEY SENIORS BLUEGRASS,OH,711130.0,A6B
217029,300222032,2018,LAKE GEORGE COMMUNITY BAND INC,LAKE GEORGE COMMUNITY BAND INC,NY,711130.0,A6C
217038,300222190,2011,BACK PORCH PLAYERS,BACK PORCH PLAYERS,TX,711110.0,A65
217082,300225422,2019,WHEAT RIDGE COMMUNITY CHORALE,WHEAT RIDGE COMMUNITY CHORALE,CO,711130.0,A6B
217123,300230313,2019,COASTAL VOICES,COASTAL VOICES,CA,711130.0,A6B
217138,300232526,2017,Cast Theatrical Company Inc,CAST THEATRICAL COMPANY INC,TX,711110.0,A65
217184,300236247,2019,JOYFUL PRAISE HOMESCHOOL CHOIR INC,JOYFUL PRAISE HOMESCHOOL CHOIR INC,GA,711130.0,A6B
217222,300239863,2019,SCOTTISH COUNTRY DANCERS OF RICHMOND,SCOTTISH COUNTRY DANCERS OF RICHMOND,VA,711120.0,A62
217250,300244649,2019,ARTS ON THE EDGE,ARTS ON THE EDGE,AK,711130.0,A69
217265,300247295,2018,SOUTH SOUND SYMPHONIC BAND,SOUTH SOUND SYMPHONIC BAND,WA,711130.0,A6C
217271,300247652,2019,TAYLOR ORCHESTRA PARENT ASSOCIATION,TAYLOR ORCHESTRA PARENT ASSOCIATION,TX,711130.0,A69
217280,300248514,2019,SWATS PRODUCTION,SWATS PRODUCTION,TX,711110.0,A65
217367,300261436,2019,COLLEGE ORCHESTRA DIRECTORS ASSOCIATION,COLLEGE ORCHESTRA DIRECTORS ASSOCIATION,TX,711130.0,A69
217374,300262478,2018,ABUNDANT PRAISE INC,ABUNDANT PRAISE INC,MO,711130.0,A68
217394,300264249,2016,PASSION FOR DANCE PROJECT,PASSION FOR DANCE PROJECT,CA,711120.0,A62
217430,300268509,2018,CHRIST CENTER FOR DANCE,CHRIST CENTER FOR DANCE,PA,711120.0,A62
217473,300272520,2019,PATUXENT VOICES INC,PATUXENT VOICES INC,MD,711130.0,A6B
217496,300275141,2018,SAVE THE YOUTH & FAMILIES EDUCATIONAL CENTER INC,SAVE THE YOUTH & FAMILIES EDUCATIONAL CENTER INC,GA,711120.0,A62
217547,300279742,2019,CHRISTIAN DANCE COMPANY,CHRISTIAN DANCE COMPANY,AZ,711120.0,A62
217554,300280781,2019,SYCAMORE COMMUNITY BAND,SYCAMORE COMMUNITY BAND,OH,711130.0,A6C
217611,300285738,2015,FLAMENCO FANTASY THEATRE INCORPORATED,FLAMENCO FANTASY DANCE THEATRE INC,CO,711120.0,A62
217628,300286915,2019,LENOX UNDERGROUND FOUNDATION,LENOX UNDERGROUND FOUNDATION,NJ,711130.0,A68
217645,300288222,2019,CAMBRIDGE CHINESE CHORAL SOCIETY,CAMBRIDGE CHINESE CHORAL SOCIETY,MA,711130.0,A6B
217700,300294559,2019,RAINY DAY BLUES SOCIETY,RAINY DAY BLUES SOCIETY,OR,711130.0,A68
217717,300296997,2019,TOCCATA CONCERT SERIES,TOCCATA CONCERT SERIES,CT,711130.0,A68
217727,300299002,2018,FRISCO CHORALE,FRISCO CHORALE,TX,711130.0,A6B
217806,300308482,2019,INDIANAPOLIS CHINESE PERFORMING ART,INDIANAPOLIS CHINESE PERFORMING ARTS INC,IN,711100.0,A60
217820,300309974,2019,NEW DAWN THEATER COMPANY,NEW DAWN THEATER COMPANY,GA,711110.0,A65
217826,300311251,2019,DANCING FOR THE ENDTIME HARVEST INTL MINISTRIES INC,DANCING FOR THE ENDTIME HARVEST INTL MINISTRIES INC,FL,711120.0,A62
217897,300319269,2019,SWEET ADELINES INTERNATIONAL,SWEET ADELINES INTERNATIONAL,TX,711130.0,A6B
217901,300319512,2019,DOWN EAST CDC-COMMUNICATIONS AND CENTER FOR THE PERFORMING ARTS,DOWN EAST CDC-COMMUNICATIONS AND CENTER FOR THE PERFORMING ARTS,NC,711100.0,A61
217933,300324021,2019,WORLDWIDE VOICES INC,WORLDWIDE VOICES INC,NY,711100.0,A60
217949,300327532,2018,JAMES BOWIE HIGH SCHOOL ORCHESTRA BOOSTER ASSOCIATION,JAMES BOWIE HIGH SCHOOL ORCHESTRA BOOSTER ASSOCIATION,TX,711130.0,A69
217973,300330862,2008,AMAZING GRACE CONSERVATORY,AMAZING GRACE CONSERVATORY INC,CA,711100.0,A60
217997,300334648,2018,GLASS FARM ENSEMBLE INC,GLASS FARM ENSEMBLE INC,NY,711130.0,A6C
218013,300336787,2019,WEST AFRICAN MASQUERADE SOCIETY INC,WEST AFRICAN MASQUERADE SOCIETY INC,GA,711100.0,A60
218031,300340505,2019,CROSSROADS COMEDY MINISTRIES INC,CROSSROADS COMEDY MINISTRIES INC,IN,711110.0,A65
218035,300340879,2017,THE VIRGINIA BENEFIT CHORALE,THE VIRGINIA BENEFIT CHORALE,VA,711130.0,A6B
218105,300348504,2019,HOT SPRINGS FLUTE ENSEMBLE,HOT SPRINGS FLUTE ENSEMBLE,AR,711130.0,A6C
218115,300349364,2015,TRAINING & EQUIPPING LEADERS,TRAINING & EQUIPPING LEADERS,TX,711100.0,A60
218181,300358067,2019,PRIMAVERA MUSIC INC,PRIMAVERA MUSIC INC,NH,711130.0,A68
218201,300361265,2017,BALLET FOLKLORICO QUETZALCOAT INC,BALLET FOLKLORICO QUETZALCOAT INC,IL,711120.0,A63
218245,300366645,2018,NORFOLK CHAMBER CONSORT,NORFOLK CHAMBER CONSORT,VA,711130.0,A69
218356,300384257,2019,THE OUTER BANKS CHORUS,THE OUTER BANKS CHORUS,NC,711130.0,A6B
218367,300385390,2019,BLUEGRASS HAWAII TRADITIONAL & BLUEGRASS MUSIC SOCIETY,BLUEGRASS HAWAII TRADITIONAL & BLUEGRASS MUSIC SOCIETY,HI,711130.0,A68
218408,300389927,2017,BALLET FOREST GROVE,BALLET FOREST GROVE,OR,711120.0,A63
218487,300399260,2019,CULTURE THROUGH BALLROOM DANCE LTD,CULTURE THROUGH BALLROOM DANCE LTD,MO,711120.0,A62
218536,300404808,2014,GEORGETOWN PERFORMING DANCE ARTS FOUNDATION,GEORGETOWN PERFORMING DANCE ARTS FOUNDATION,SC,711120.0,A62
218688,300421431,2019,MINNESOTA PRODUCTIONS INC,MINNESOTA PRODUCTIONS INC,MN,711110.0,A65
218710,300424101,2017,PAWZ FOR MUSIC,PAWZ FOR MUSIC,WA,711130.0,A68
218880,300443759,2010,DANCE THEATRE OF BRADENTON,DANCE THEATRE OF BRADENTON,FL,711120.0,A62
218881,300443791,2019,NEW JERSEY STORYTELLING NETWORK,NEW JERSEY STORYTELLING NETWORK,NJ,711110.0,A65
218886,300444131,2012,A FAERY HUNT INC,A FAERY HUNT INC,CA,711110.0,A65
218892,300444749,2019,CODE OF THE WEST OLD WEST REPERTORY COMPANY OF CALIFORNIA,CODE OF THE WEST OLD WEST REPERTORY COMPANY OF CALIFORNIA,CA,711110.0,A65
218901,300445586,2019,HART PULSE DANCE COMPANY INC,HART PULSE DANCE COMPANY INC,CA,711120.0,A62
219078,300452217,2019,NORTHWEST SCOTTISH FIDDLERS,NORTHWEST SCOTTISH FIDDLERS,WA,711100.0,A60
219173,300457449,2019,CALIFORNIA CLASSICAL YOUTH BALLET,CALIFORNIA CLASSICAL YOUTH BALLET,CA,711120.0,A63
219237,300462474,2019,ARTISTIC CHILDRENS THEATRE,ARTISTIC CHILDRENS THEATRE,MD,711110.0,A65
219240,300462933,2015,SENIORS PLAY,SENIORS PLAY,MI,711110.0,A65
219286,300466479,2019,Music Lovers Club Inc,MUSIC LOVERS CLUB INC,NY,711130.0,A68
219386,300471438,2019,BELLE TONES CHORUS,BELLE TONES CHORUS,AZ,711130.0,A6B
219397,300472269,2018,TUOLUMNE BAND OF CHEROKEE INDIANS,TUOLUMNE BAND OF CHEROKEE INDIANS,CA,711130.0,A6C
219421,300475142,2017,THE FRIENDLY TRIO COMMUNITY DEVELOPMENT CORPORATION,THE@FRIENDLY TRIO COMMUNITY DEVELOPMENT CORPORATION,NC,711130.0,A6C
219465,300477851,2016,NEW SONG RECOVERY HOME INC,NEW SONG RECOVERY HOME INC,AZ,711130.0,A68
219480,300479112,2019,SOUND SUPPORT FOR STRING MUSIC INC,SOUND SUPPORT FOR STRING MUSIC INC,MN,711130.0,A68
219732,300496844,2019,MARTI STEVENS INTERACTIVE IMPROVISATIONAL THEATER,MARTI STEVENS INTERACTIVE IMPROVISATIONAL THEATER,ME,711110.0,A65
219872,300506283,2019,LAKES AREA SWING BAND INC,LAKES AREA SWING BAND INC,IL,711130.0,A6C
219901,300507198,2008,PORTLAND PLAYHOUSE,PORTLAND PLAYHOUSE,OR,711100.0,A61
220189,300517685,2019,Pacific Pearl Music Association,PACIFIC PEARL MUSIC ASSOCIATION,CA,711130.0,A68
220305,300524956,2013,BEMIDJI COMMUNITY THEATER,BEMIDJI COMMUNITY THEATER,MN,711110.0,A65
220373,300527070,2013,PLAYBACK MEMPHIS,PLAYBACK MEMPHIS,TN,711130.0,A6C
220388,300527737,2019,SOCIETY FOR PRESERVATION & ENCRGMNT OF BARBERSHOP QUARTET SINGING AMER,SOCIETY FOR PRESERVATION & ENCRGMNT OF BARBERSHOP QUARTET SINGING AMER,FL,711130.0,A6B
220416,300529002,2019,MUSIC MEETS MEDICINE,MUSIC MEETS MEDICINE,TX,711130.0,A68
220480,300533367,2019,STARLIGHT THEATRE,STARLIGHT THEATRE,MI,711110.0,A65
220514,300535617,2016,SWEETWATER TEXAS THEATRE ACQUISITION AND RENOVATION STTAR,SWEETWATER TEXAS THEATRE ACQUISITION AND RENOVATION STTAR,TX,711110.0,A65
220550,300537762,2018,DIRECTORSLABCHICAGO,DIRECTORSLABCHICAGO,IL,711110.0,A65
220553,300537905,2018,BLUEBIRD EDUCATIONAL FOUNDATION INC,BLUEBIRD EDUCATIONAL FOUNDATION INC,FL,711110.0,A65
220647,300544863,2016,TRI STAR CHORUS INC,SOCIETY FOR PRESERVATION ENCRGMNT OF BARBERSHOP QUARTET SINGING AMER,PA,711130.0,A6B
220787,300554729,2008,EAGLE THEATRE INC,EAGLE THEATRE INC,NJ,711110.0,A65
220830,300558188,2018,ACOUSTIC MUSIC SOCIETY OF SOUTHWEST FLORIDA,ACOUSTIC MUSIC SOCIETY OF SOUTHWEST FLORIDA,FL,711130.0,A68
220894,300562142,2019,TRILL VOCAL PROJECTS INC,TRILL VOCAL PROJECTS INC,NY,711130.0,A6B
220948,300566115,2016,HRT STRINGS,HRT STRINGS,FL,711130.0,A68
221023,300570824,2019,Theatrical Ministries Inc,THEATRICAL MINISTRIES INC,AZ,711110.0,A65
221041,300572119,2019,ST ANDREWS BACH SOCIETY,ST ANDREWS BACH SOCIETY,AZ,711130.0,A68
221046,300572192,2019,HOOKED ON BANDS INC,HOOKED ON BANDS INC,WI,711130.0,A6C
221116,300577118,2019,4 HIS LOVE MUSIC MINISTRIES INC,4 HIS LOVE MUSIC MINISTRIES INC,MO,711130.0,A6B
221182,300581840,2019,SWEET ADELINES INTERNATIONAL,SWEET ADELINES INTERNATIONAL,MI,711130.0,A6B
221193,300582253,2019,SONS & DAUGHTERS PEARL HARBOR SURVIVORS,SONS & DAUGHTERS PEARL HARBOR SURVIVORS,KY,711130.0,A68
221205,300583035,2019,MARSHALL ORCHESTRA PARENTS ASSOCIATION,MARSHALL ORCHESTRA PARENTS ASSOCIATION,VA,711130.0,A69
221271,300587072,2019,EQUINOX THEATRE COMPANY,EQUINOX THEATRE COMPANY,CO,711110.0,A65
221368,300591504,2019,HOLLY LAKE RANCH COMMUNITY THEATRE INC,HOLLY LAKE RANCH COMMUNITY THEATRE INC,TX,711110.0,A65
221432,300593939,2019,CHATTERBOX AUDIO THEATER,CHATTERBOX AUDIO THEATER,TN,711110.0,A65
221469,300597189,2019,PIANO TECHNICIANS GUILD,PIANO TECHNICIANS GUILD,VA,711130.0,A68
221496,300598639,2019,INTERNET PLAYERS,INTERNET PLAYERS,IA,711110.0,A65
221514,300600044,2019,THROUGHLINE THEATRE COMPANY INC,THROUGHLINE THEATRE COMPANY INC,PA,711110.0,A65
221633,300606227,2019,Center for the Arts,CENTER FOR THE ARTS,VA,711100.0,A61
221650,300607559,2011,LOS ANGELES LAWYERS PHILHARMONIC,LOS ANGELES LAWYERS PHILHARMONIC,CA,711130.0,A69
221761,300620121,2018,ESSENCE OF JOY ALUMNI SINGERS,ESSENCE OF JOY ALUMNI SINGERS,PA,711130.0,A6B
221877,300628751,2015,PERFORMING ARTS AND SCIENCE ACADEMY PASA,PERFORMING ARTS AND SCIENCE ACADEMY PASA,SC,711100.0,A60
222045,300639341,2019,PALAVER TREE THEATER INC,PALAVER TREE THEATER INC,FL,711110.0,A65
222259,300655294,2019,INFERNO THEATRE,INFERNO THEATRE,CA,711110.0,A65
222299,300658757,2018,CHOR ANNO,CHOR ANNO,WA,711130.0,A6B
222300,300658776,2019,JAM JESUS AND ME,JAM JESUS AND ME,IL,711130.0,A6B
222345,300661812,2019,GONE FIDDLING AGAIN INC A NOT FOR PROFIT CORPORATION,GONE FIDDLING AGAIN INC A NOT FOR PROFIT CORPORATION,WA,711130.0,A68
222407,300666552,2019,THE PLAN B PROJECT INC,THE PLAN B PROJECT INC,FL,711100.0,A60
222457,300674229,2018,SLAMDUKE PRODUCTIONS INC NFP,SLAMDUKE PRODUCTIONS INC NFP,IL,711130.0,A68
222527,300684896,2018,STUDIO 74,STUDIO 74,TX,711120.0,A62
222528,300684921,2016,SILVER FLIGHT ENSEMBLES,SILVER FLIGHT ENSEMBLES,WA,711130.0,A6C
222546,300687111,2019,DANCE COALITION,DANCE COALITION,MI,711120.0,A62
222651,300696254,2019,PACIFIC STAGEWORKS,PACIFIC STAGEWORKS,WA,711110.0,A65
222665,300697543,2019,MONTICELLO ACTING AND DANCE COMPANY,MONTICELLO ACTING AND DANCE COMPANY,FL,711120.0,A62
222712,300700372,2017,RHS THEATRE BOOSTERS,RHS THEATRE BOOSTERS,TX,711110.0,A65
222851,300708009,2018,SEVEN DANCE COMPANY INC,SEVEN DANCE COMPANY INC,OH,711120.0,A62
222900,300710351,2018,WHITE BOX THEATRE,WHITE BOX THEATRE,PA,711110.0,A65
222972,300716207,2019,LIBRA-6 PRODUCTIONS INC,LIBRA-6 PRODUCTIONS INC,NY,711110.0,A65
222981,300716657,2013,LUDROCK INC,LUDROCK INC,MI,711130.0,A68
223102,300732436,2019,LOCK CITY GLEE CLUB INC,LOCK CITY GLEE CLUB INC,NY,711130.0,A6B
223215,300740437,2019,NOLENSVILLE HIGH SCHOOL COMPETITIVE DANCE CLUB,NOLENSVILLE HIGH SCHOOL COMPETITIVE DANCE CLUB,TN,711120.0,A62
223247,300743666,2019,LES BOSTONADES INC,LES BOSTONADES INC,MA,711130.0,A68
223265,300745229,2018,HONG DE LION DANCE ASSOCIATION,HONG DE LION DANCE ASSOCIATION,MN,711120.0,A62
223291,300747215,2019,SWEET ADELINES INTERNATIONAL,SWEET ADELINES INTERNATIONAL,NY,711130.0,A6B
223312,300748191,2019,VIOLA SPORTSMANS CLUB INCORPORATED,VIOLA SPORTSMANS CLUB INCORPORATED,WI,711130.0,A68
223335,300749759,2019,MCEACHERN ORCHESTRA PARENT ASSOCIATION INC,MCEACHERN ORCHESTRA PARENT ASSOCIATION INC,GA,711130.0,A69
223343,300750207,2013,HOXIE CENTER FOR ARTSCIENCE AND CULTURE INC,HOXIE CENTER FOR ARTSCIENCE AND CULTURE INC,MA,711100.0,A61
223464,300758582,2018,SUN AREA POWER HOUSE DINNER THEATRE,SUN AREA POWER HOUSE DINNER THEATRE,PA,711110.0,A65
223476,300759468,2019,TRU2LIFE MUSIC,TRU2LIFE MUSIC,MN,711130.0,A68
223527,300763056,2018,VILLAINS OF YESTERYEAR INC,VILLAINS OF YESTERYEAR INC,CA,711100.0,A60
223531,300763864,2019,VALLEY COMMUNITY ORCHESTRA,VALLEY COMMUNITY ORCHESTRA,CA,711130.0,A69
223616,300777675,2018,INTERNATIONAL PERFORMING ARTS SCHOLARSHIP GUILD INC,INTERNATIONAL PERFORMING ARTS SCHOLARSHIP GUILD INC,AL,711100.0,A60
223633,300779565,2019,SOUTH PASADENA COMMUNITY BAND INC,SOUTH PASADENA COMMUNITY BAND INC,FL,711130.0,A6C
223712,300786927,2019,Glen Rock Pops Orchestra,GLEN ROCK POPS ORCHESTRA,NJ,711130.0,A69
223735,300788393,2019,AEROPHONE COMMUNITY BAND CORP,AEROPHONE COMMUNITY BAND CORP,NY,711130.0,A6C
223758,300791018,2016,BUDDY SCHWIMMERS RESORT TO DANCE,BUDDY SCHWIMMERS RESORT TO DANCE,CA,711120.0,A62
223785,300792711,2017,BALLET LATINO DE SAN ANTONIO,BALLET LATINO DE SAN ANTONIO,TX,711120.0,A63
223831,300796946,2018,APPALACHIAN HIGHLANDS MUSIC,APPALACHIAN HIGHLANDS MUSIC,WV,711130.0,A68
223890,300800835,2019,BALLET FOLKLORICO TAPATIO COMPANY OF NORTHWEST INDIANA INC,BALLET FOLKLORICO TAPATIO COMPANY OF NORTHWEST INDIANA INC,IN,711120.0,A63
223907,300801912,2013,LYRA MUSIC INC,LYRA MUSIC INC,NY,711130.0,A68
223961,300806023,2019,LIBERTY YOUTH BALLET COMPANY,LIBERTY YOUTH BALLET COMPANY,MO,711120.0,A63
223994,300808938,2019,JORDAN YOUTH CHOIR,JORDAN YOUTH CHOIR,UT,711130.0,A6B
224040,300814879,2019,ST LOUIS CITY JAZZ USA,ST LOUIS CITY JAZZ USA,MO,711130.0,A6C
224053,300818628,2017,MINNEAPOLIS MUSIC COMPANY,MINNEAPOLIS MUSIC COMPANY,MN,711130.0,A68
224069,300824809,2019,HARMONY SENIOR DRUM CORP OF BOONTON,HARMONY SENIOR DRUM CORP OF BOONTON,NJ,711130.0,A68
224079,300826057,2018,UNDERDOG PRODUCTIONS INC,UNDERDOG PRODUCTIONS INC,MN,711100.0,A61
224101,300828281,2018,VALVERDE STAGE PRODUCTIONS INC,VALVERDE STAGE PRODUCTIONS INC,CA,711110.0,A65
224138,300831534,2014,ALBERT MCNEIL JUBILEE SINGERS,ALBERT MCNEIL JUBILEE SINGERS,CA,711130.0,A6B
224210,300838574,2019,KEYS TO GROWTH INC,KEYS TO GROWTH INC,OH,711130.0,A68
224223,300839728,2015,Lunchtime Productions Inc,LUNCHTIME PRODUCTIONS INC,CA,711110.0,A65
224252,300842115,2019,CISCO MONTGOMERY INC,CISCO MONTGOMERY INC,KY,711110.0,A65
224272,300844072,2018,EVERGREEN COMMUNITY ORCHESTRA,EVERGREEN COMMUNITY ORCHESTRA,WA,711130.0,A69
224311,300847359,2016,SAN ANTONIO WIND SYMPHONY,SAN ANTONIO WIND SYMPHONY,TX,711130.0,A69
224362,300853625,2018,OTHER SIDE INTERCULTURAL THEATRE INC,OTHER SIDE INTERCULTURAL THEATRE INC,NY,711110.0,A65
224389,300856296,2019,PRINCE GEORGES CONTEMPORARY BALLET THEATER INC,PRINCE GEORGES CONTEMPORARY BALLET THEATER INC,MD,711120.0,A63
224423,300858134,2019,TRINITY CONSERVATORY OF PERFORMING ARTS COMMUNITY DEVELOPMENT CORPOR,TRINITY CONSERVATORY OF PERFORMING ARTS COMMUNITY DEVELOPMENT CORPOR,NV,711100.0,A60
224508,300870721,2018,RANCHO BUENA VISTA CHEER BOOSTERS,RANCHO BUENA VISTA CHEER BOOSTERS,CA,711120.0,A62
224511,300871234,2015,NAPLES PERFORMING ARTS CENTER INC,NAPLES PERFORMING ARTS CENTER INC,FL,711100.0,A61
