,EIN,Tax Year,Name,NAME,STATE,NAICS,NTEEFINAL
8879,30317725,2019,ADDISON TOWN HISTORICAL SOCIETY INC,ADDISON TOWN HISTORICAL SOCIETY INC,VT,712120.0,A82
8952,30330440,2019,ESSEX COMMUNITY HISTORICAL SOCIETY,ESSEX COMMUNITY HISTORICAL SOCIETY,VT,712120.0,A82
8961,30331632,2018,EDEN HISTORICAL SOCIETY INC,EDEN HISTORICAL SOCIETY INC,VT,712120.0,A82
9021,30339927,2019,PLYMOUTH VERMONT HISTORICAL SOCIETY,PLYMOUTH VERMONT HISTORICAL SOCIETY,VT,712120.0,A82
9027,30340665,2019,PITTSFIELD HISTORICAL SOCIETY,PITTSFIELD HISTORICAL SOCIETY,VT,712120.0,A82
9029,30340832,2019,ALBANY HISTORICAL SOCIETY,ALBANY HISTORICAL SOCIETY,VT,712120.0,A82
9037,30341846,2018,MIDDLESEX HISTORICAL SOCIETY,MIDDLESEX HISTORICAL SOCIETY,VT,712120.0,A82
9040,30342307,2019,POWNAL HISTORICAL SOCIETY INC,POWNAL HISTORICAL SOCIETY INC,VT,712120.0,A82
9073,30346880,2019,BRISTOL FOURTH OF JULY COMMITTEE INC,BRISTOL FOURTH OF JULY COMMITTEE INC,VT,712120.0,A84
9087,30349088,2019,NATIONAL SOCIETY OF COLONIAL DAMES OF AMERICA IN THE STATE OF VT,NATIONAL SOCIETY OF COLONIAL DAMES OF AMERICA IN THE STATE OF VT,VT,712120.0,A82
9090,30349389,2019,CHAMPLAIN VALLEY HISTORICAL REENACTORS INC,CHAMPLAIN VALLEY HISTORICAL REENACTORS INC,VT,712120.0,A84
9101,30350432,2019,ROCKINGHAM MEETING HOUSE ASSOCIATION,ROCKINGHAM MEETING HOUSE ASSOCIATION,VT,712120.0,A80
9121,30352379,2019,CHAMPLAIN VALLEY CHAPTER OF THE NATIONAL RAILWAY HISTORICAL SOCIET,CHAMPLAIN VALLEY CHAPTER OF THE NATIONAL RAILWAY HISTORICAL SOCIET,VT,712120.0,A80
9143,30354535,2018,JAMAICA HISTORICAL FOUNDATION INC,JAMAICA HISTORICAL FOUNDATION INC,VT,712120.0,A82
9145,30354576,2019,THE ENOSBURGH HISTORICAL SOCIETY INC,THE ENOSBURGH HISTORICAL SOCIETY INC,VT,712120.0,A82
9146,30354624,2019,HIGHGATE HISTORICAL SOCIETY INC,HIGHGATE HISTORICAL SOCIETY INC,VT,712120.0,A82
9149,30354688,2019,ALBURGH HISTORICAL SOCIETY INC,ALBURGH HISTORICAL SOCIETY INC,VT,712120.0,A82
9154,30355470,2019,NORTHEASTERN REGION OF THE NATIONAL MODEL RAILROAD ASSOCIATION,NORTHEASTERN REGION OF THE NATIONAL MODEL RAILROAD ASSOCIATION,NJ,712110.0,A54
9155,30355606,2019,BRADFORD ACADEMY WOODS SCHOOL BUILDING PRESERVATION FUND INC,BRADFORD ACADEMY WOODS SCHOOL BUILDING PRESERVATION FUND INC,VT,712120.0,A82
9170,30356732,2013,FRIENDS OF THE MORRILL HOMESTEAD INC,FRIENDS OF THE MORRILL HOMESTEAD INC,VT,712120.0,A80
9174,30357357,2010,PRESERVATION BURLINGTON INC,PRESERVATION BURLINGTON INC,VT,712120.0,A82
9180,30357733,2018,GEORGIA HISTORICAL SOCIETY INC,GEORGIA HISTORICAL SOCIETY INC,VT,712120.0,A82
9202,30358924,2019,FRIENDS OF THE BRANDON TOWN HALL INC,FRIENDS OF THE BRANDON TOWN HALL INC,VT,712120.0,A80
9213,30359693,2019,GREEN RIVER VILLAGE PRESERVATION TRUST INC,GREEN RIVER VILLAGE PRESERVATION TRUST INC,VT,712120.0,A82
9226,30361281,2017,SHEFFIELD HISTORICAL SOCIETY,SHEFFIELD HISTORICAL SOCIETY,VT,712120.0,A82
9242,30362474,2019,TOWNSHEND HISTORICAL SOCIETY INC,TOWNSHEND HISTORICAL SOCIETY INC,VT,712120.0,A82
9245,30362711,2019,MENDON HISTORICAL SOCIETY INC,MENDON HISTORICAL SOCIETY INC,VT,712120.0,A82
9268,30364898,2019,CAMBRIDGE HISTORICAL SOCIETY INC,CAMBRIDGE HISTORICAL SOCIETY INC,VT,712120.0,A82
9269,30364899,2019,VERMONT COVERED BRIDGE SOCIETY INC,VERMONT COVERED BRIDGE SOCIETY INC,VT,712120.0,A80
9277,30365367,2019,RUTLAND RAILWAY ASSOCIATION INC,RUTLAND RAILWAY ASSOCIATION INC,VT,712110.0,A54
9279,30365588,2019,POMFRET HISTORICAL SOCIETY INC,POMFRET HISTORICAL SOCIETY INC,VT,712120.0,A82
9302,30367927,2019,LANDGROVE HISTORICAL SOCIETY INC,LANDGROVE HISTORICAL SOCIETY INC,VT,712120.0,A82
9304,30367995,2019,ROCHESTER HISTORICAL SOCIETY,ROCHESTER HISTORICAL SOCIETY,VT,712120.0,A82
9317,30368518,2019,GRAND ISLE HISTORICAL SOCIETY INC,GRAND ISLE HISTORICAL SOCIETY INC,VT,712120.0,A82
9321,30369139,2019,DAUGHTERS OF ISABELLA,DAUGHTERS OF ISABELLA,VT,712120.0,A80
9328,30369662,2019,STOCKBRIDGE-GAYSVILLE HISTORICAL SOCIETY,STOCKBRIDGE-GAYSVILLE HISTORICAL SOCIETY,VT,712120.0,A82
9354,30372112,2019,BENS MILL TRUST LIMITED,BENS MILL TRUST LIMITED,VT,712110.0,A54
9358,30372349,2019,WORCESTER VERMONT HISTORICAL SOCIETY INC,WORCESTER VERMONT HISTORICAL SOCIETY INC,VT,712120.0,A82
9382,30375966,2018,CEDAR VALLEY HISTORICAL SOCIETY,CEDAR VALLEY HISTORICAL SOCIETY,IA,712120.0,A82
9391,30377437,2019,HISTORIC PROPERTY PRESERVATION INSTITUTE,HISTORIC PROPERTY PRESERVATION INSTITUTE,SC,712120.0,A82
9420,30382080,2014,ALASKA VETERANS MUSEUM,ALASKA VETERANS MUSEUM,AK,712110.0,A50
9428,30383238,2019,TAYLOR COUNTY HISTORICAL & GENEALOG ICAL SOCIETY,TAYLOR COUNTY HISTORICAL & GENEALOG ICAL SOCIETY,WV,712120.0,A80
9435,30384096,2018,LOST LAKE-RANDOLPH HISTORICAL SOCIETY INC,LOST LAKE-RANDOLPH HISTORICAL SOCIETY INC,WI,712120.0,A82
9456,30389616,2019,WESTONKA HISTORICAL SOCIETY,WESTONKA HISTORICAL SOCIETY,MN,712120.0,A82
9476,30392183,2019,PLEASANT GARDEN HISTORICAL SOCIETY INC,PLEASANT GARDEN HISTORICAL SOCIETY INC,NC,712120.0,A82
9508,30397944,2019,HISTORIC KENTS CORNER INC,HISTORIC KENTS CORNER INC,VT,712110.0,A54
9513,30398732,2017,HISTORIC CENTER STREET ASSOCIATION,HISTORIC CENTER STREET ASSOCIATION,OH,712120.0,A82
9557,30406519,2018,BUCKHEAD CONSERVANCY INCORPORATED,BUCKHEAD CONSERVANCY INCORPORATED,GA,712120.0,A80
9622,30418710,2019,NATIONAL SOCIETY OF THE SONS OF THE AMERICAN REVOLUTION,NATIONAL SOCIETY OF THE SONS OF THE AMERICAN REVOLUTION,NC,712120.0,A80
9627,30419369,2018,WILDWOOD CREST HISTORICAL SOCIETY,WILDWOOD CREST HISTORICAL SOCIETY,NJ,712120.0,A82
9632,30420042,2019,STAFFORD HISTORICAL SOCIETY,STAFFORD HISTORICAL SOCIETY,TX,712120.0,A82
9664,30425229,2019,TENAKEE HISTORICAL COLLECTION,TENAKEE HISTORICAL COLLECTION,AK,712120.0,A80
9681,30428109,2019,SMITHFIELD MUSEUM FOUNDATION INC,SMITHFIELD MUSEUM FOUNDATION INC,VA,712110.0,A50
9688,30429108,2019,FRENCHTOWN HERITAGE MUSEUM,FRENCHTOWN HERITAGE MUSEUM,MO,712110.0,A50
9690,30429507,2019,CHRISTMAS IN HARRISON INC,CHRISTMAS IN HARRISON INC,ME,712120.0,A84
9691,30430307,2018,AMVETS,AMVETS,WA,712120.0,A80
9748,30440288,2012,FRIENDS OF MINIDOKA INTERNMENT NATIONAL MONUMENT,FRIENDS OF MINIDOKA INTERNMENT NATIONAL MONUMENT,ID,712120.0,A80
9759,30441698,2019,DAUGHTERS OF THE AMERICAN COLONISTS,DAUGHTERS OF THE AMERICAN COLONISTS,NC,712120.0,A80
9766,30442917,2018,CRESTWOOD HISTORICAL SOCIETY,CRESTWOOD HISTORICAL SOCIETY,NY,712120.0,A82
9789,30445801,2018,WEXFORD GENEALOGY ORGANIZATION,WEXFORD GENEALOGY ORGANIZATION,MI,712120.0,A80
9805,30448741,2011,CLAIBORNE COUNTY HISTORICAL AND GENEALOGICAL SOCIETY,CLAIBORNE COUNTY HISTORICAL AND GENEALOGICAL SOCIETY,TN,712120.0,A82
9815,30449634,2011,ASSOCIATION FOR PRESERVATION TECHNOLOGY NORTHEAST INC,ASSOCIATION FOR PRESERVATION TECHNOLOGY NORTHEAST INC,NY,712120.0,A82
9830,30452619,2019,CENTRAL OHIO MODEL RAILROAD CLUB INC,CENTRAL OHIO MODEL RAILROAD CLUB INC,OH,712120.0,A80
9848,30456828,2019,ROXBURY ASSOCIATION FOR ENVIRONMENTAL PRESERVATION INC,ROXBURY ASSOCIATION FOR ENVIRONMENTAL PRESERVATION INC,NY,712120.0,A82
9941,30472979,2019,DUNAWAY GARDENS FOUNDATION INC,DUNAWAY GARDENS FOUNDATION INC,GA,712130.0,C41
9947,30473937,2019,WILLIAMSBURG AREA BOTANICAL GARDENS,WILLIAMSBURG AREA BOTANICAL GARDENS,VA,712130.0,C41
9949,30474314,2019,POCKET FLAG PROJECT INC,POCKET FLAG PROJECT INC,CO,712120.0,A80
9960,30476631,2019,SALAMANCA AREA HISTORICAL SOCIETY,SALAMANCA AREA HISTORICAL SOCIETY,NY,712120.0,A82
10015,30487045,2019,KINGSTON HISTORICAL PRESERVATION SOCIETY INC,KINGSTON HISTORICAL PRESERVATION SOCIETY INC,WI,712120.0,A82
10023,30487824,2011,FRIENDS OF EXCELSIOR INC,FRIENDS OF LINCOLNVILLE INC,FL,712110.0,A50
10054,30493565,2019,DOROTHYS DOLL DEMESNE NFP,DOROTHYS DOLL DEMESNE NFP,IL,712110.0,A50
10081,30498313,2019,REYNOLDSVILLE HISTORICAL SOCIETY,REYNOLDSVILLE HISTORICAL SOCIETY,PA,712120.0,A82
10113,30505282,2019,ALLENSTOWN N H HISTORICAL SOCIETY,ALLENSTOWN N H HISTORICAL SOCIETY,NH,712120.0,A82
10123,30506762,2019,GOLF MUSEUM,GOLF MUSEUM,VA,712110.0,A50
10144,30511380,2018,PRESQUE ISLE AIR MUSEUM INC,PRESQUE ISLE AIR MUSEUM INC,ME,712110.0,A50
10215,30523638,2010,FRIENDS OF CORONADO STATE MONUMENT INC KUAUA PUEBLO,FRIENDS OF CORONADO STATE MONUMENT INC KUAUA PUEBLO,NM,712120.0,A80
10246,30527511,2019,FROM MISTS OF TIME,FROM MISTS OF TIME,CO,712120.0,A80
10256,30529330,2009,ROGUE FARM CORPS,ROGUE FARM CORPS,OR,712130.0,C40
10280,30531472,2019,FRIENDS OF COOPERS MILL,FRIENDS OF COOPERS MILL,WV,712120.0,A80
10407,30551085,2018,GREATER WINFIELD AREA HISTORICAL SOCIETY,GREATER WINFIELD AREA HISTORICAL SOCIETY,NY,712120.0,A82
10491,30563724,2017,MUSKEGON COUNTY MUSEUM OF AFRICAN AMERICAN HISTORY,MUSKEGON COUNTY MUSEUM OF AFRICAN AMERICAN HISTORY,MI,712110.0,A50
10533,30572266,2019,NATIONAL SOCIETY OF THE CHILDREN OF THE AMERICAN REVOLUTION,NATIONAL SOCIETY OF THE CHILDREN OF THE AMERICAN REVOLUTION,OH,712120.0,A80
10545,30573177,2019,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,MN,712120.0,A80
10550,30573906,2018,DISCOVER MADISON INC,DISCOVER MADISON INC,TN,712110.0,A54
10638,30585215,2015,HISTORIC DUBLIN BUSINESS ASSOCIATIO,HISTORIC DUBLIN BUSINESS ASSOCIATION,OH,712120.0,A80
10697,30591428,2016,GRACE DEE MAY INC,GRACE DEE MAY INC,CA,712110.0,A54
10743,30597120,2019,MASTER GARDENER ASSOCIATION,MASTER GARDENER ASSOCIATION,OR,712130.0,C41
10772,30600651,2019,HIRAM ROSENWALD SCHOOL PRESERVATION COMMITTEE INC,HIRAM ROSENWALD SCHOOL PRESERVATION COMMITTEE INC,GA,712110.0,A50
10774,30600738,2009,BUCKS COUNTY CHILDRENS MUSEUM,BUCKS COUNTY CHILDRENS MUSEUM,PA,712110.0,A50
10777,30601214,2018,NEW ENGLAND ANTIQUE TRACTOR AND TRUCK ASSOCIATION,NEW ENGLAND ANTIQUE TRACTOR AND TRUCK ASSOCIATION,MA,712120.0,A82
10831,30608487,2019,NATIONAL SOCIETY OF THE CHILDREN OF THE AMERICAN REVOLUTION,NATIONAL SOCIETY OF THE CHILDREN OF THE AMERICAN REVOLUTION,WV,712120.0,A80
10835,30608823,2019,GENESEE WARBIRDS,GENESEE WARBIRDS,NY,712110.0,A50
10849,30610380,2019,SPENCERPORT DEPOT AND CANAL MUSEUM,SPENCERPORT DEPOT AND CANAL MUSEUM,NY,712110.0,A50
10862,30611677,2019,NATIONAL SOCIETY OF THE CHILDREN OF THE AMERICAN REVOLUTION,NATIONAL SOCIETY OF THE CHILDREN OF THE AMERICAN REVOLUTION,CA,712120.0,A80
10871,30612907,2019,WHITE KNOB HISTORICAL PRESERVATION COMMITTEE INC,WHITE KNOB HISTORICAL PRESERVATION COMMITTEE INC,ID,712120.0,A82
10900,36005788,2019,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,VT,712120.0,A80
10912,36006505,2019,HISTORICAL SOCIETY OF WINDHAM COUNTY INC,HISTORICAL SOCIETY OF WINDHAM COUNTY INC,VT,712120.0,A82
10919,36006935,2018,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,VT,712120.0,A80
10920,36006942,2019,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,VT,712120.0,A80
10925,36007116,2019,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,VT,712120.0,A80
10930,36007649,2015,MANCHESTER HISTORICAL SOCIETY,MANCHESTER HISTORICAL SOCIETY,VT,712120.0,A82
10931,36007726,2018,STRAFFORD HISTORICAL SOCIETY INC,STRAFFORD HISTORICAL SOCIETY INC,VT,712120.0,A82
10932,36007728,2018,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,VT,712120.0,A80
10946,36008418,2018,CAVENDISH HISTORICAL SOCIETY INC,CAVENDISH HISTORICAL SOCIETY INC,VT,712120.0,A82
10949,36008556,2019,BRAINTREE HISTORICAL SOCIETY,BRAINTREE HISTORICAL SOCIETY,VT,712120.0,A82
10982,36010460,2019,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,VT,712120.0,A80
10991,36010564,2009,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,VT,712120.0,A80
10997,36010615,2010,BARRE HISTORICAL SOCIETY INC,BARRE HISTORICAL SOCIETY INC,VT,712120.0,A82
11001,36010648,2019,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,VT,712120.0,A80
11002,36010649,2018,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,VT,712120.0,A80
11003,36010653,2019,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,VT,712120.0,A80
11004,36010654,2019,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,VT,712120.0,A80
11015,36010729,2019,PITTSFORD VT HISTORICAL SOCIETY INCORPORATED,PITTSFORD VT HISTORICAL SOCIETY INCORPORATED,VT,712120.0,A82
11037,36011275,2019,HISTORICAL SOCIETY OF BROOKFIELD VERMONT INC,HISTORICAL SOCIETY OF BROOKFIELD VERMONT INC,VT,712120.0,A82
11088,36013634,2019,SAXTONS RIVER HISTORICAL SOCIETY INC,SAXTONS RIVER HISTORICAL SOCIETY INC,VT,712120.0,A82
11099,36016303,2019,HISTORICAL SOCIETY UNDERHILL INC,HISTORICAL SOCIETY UNDERHILL,VT,712120.0,A82
11101,36016510,2018,ISLE LA MOTTE HIST SOC INC,ISLE LA MOTTE HIST SOC INC,VT,712120.0,A82
11125,36022010,2018,GENEALOGICAL SOCIETY OF VERMONT,GENEALOGICAL SOCIETY OF VERMONT,VT,712120.0,A80
11132,36025951,2019,READING HISTORICAL SOCIETY INC,READING HISTORICAL SOCIETY INC,VT,712120.0,A82
11187,41205110,2019,CONWAY HISTORICAL SOCIETY INC,CONWAY HISTORICAL SOCIETY INC,MA,712120.0,A82
11231,41639046,2018,LINCOLN HISTORICAL SOCIETY INCORPORATED,LINCOLN HISTORICAL SOCIETY INCORPORATED,MA,712120.0,A82
11353,42261548,2018,SALISBURY HISTORICAL SOCIETY INC,SALISBURY HISTORICAL SOCIETY INC,MA,712120.0,A82
11365,42312784,2017,HADLEY FARM MUSEUM ASSOCIATION,HADLEY FARM MUSEUM ASSOCIATION,MA,712110.0,A50
11373,42350271,2019,WEST NEWBURY HISTORICAL SOCIETY INCORPORATED,WEST NEWBURY HISTORICAL SOCIETY INCORPORATED,MA,712120.0,A82
11398,42401354,2018,Swift River Valley Historical Society Inc,SWIFT RIVER VALLEY HISTORICAL SOCIETY INC,MA,712120.0,A82
11402,42435721,2018,THE MARINE MUSEUM AT FALL RIVER INC,MARINE MUSEUM AT FALL RIVER INC,MA,712110.0,A50
11406,42445423,2019,BARTLETT MUSEUM INC,BARTLETT MUSEUM INC,MA,712110.0,A50
11412,42447517,2019,MEDFIELD HISTORICAL SOCIETY,MEDFIELD HISTORICAL SOCIETY,MA,712120.0,A82
11457,42522495,2013,EDWARD BELLAMY MEMORIAL ASSOC INC,EDWARD BELLAMY MEMORIAL ASSOC INC,MA,712120.0,A80
11458,42522822,2019,PRINCETON HISTORICAL SOCIETY INC,PRINCETON HISTORICAL SOCIETY INC,MA,712120.0,A82
11463,42535856,2019,EDMUND RICE 1638 ASSOC INC,EDMUND RICE 1638 ASSOC INC,RI,712120.0,A80
11480,42560634,2019,HALL OF FAME OF PARACHUTING INC,HALL OF FAME OF PARACHUTING INC,CA,712110.0,A50
11512,42585467,2019,HADLEY HISTORICAL SOCIETY INC,HADLEY HISTORICAL SOCIETY INC,MA,712120.0,A82
11518,42588820,2018,Chesterfield Historical Society,CHESTERFIELD HISTORICAL SOCIETY,MA,712120.0,A82
11519,42589105,2017,MELROSE HISTORICAL SOCIETY,MELROSE HISTORICAL SOCIETY,MA,712120.0,A82
11533,42596056,2019,RUTLAND HISTORICAL SOCIETY INC,RUTLAND HISTORICAL SOCIETY INC,MA,712120.0,A82
11552,42602960,2019,NATIONAL SOCIETY DAUGHTERS OF COLONIAL WARS INC,NATIONAL SOCIETY DAUGHTERS OF COLONIAL WARS INC,MA,712120.0,A82
11570,42607722,2018,HEATH HISTORICAL SOCIETY INC,HEATH HISTORICAL SOCIETY INC,MA,712120.0,A82
11584,42612423,2016,Acton Historical Society,ACTON HISTORICAL SOCIETY INCORPORATED,MA,712120.0,A82
11589,42615302,2019,HOLDEN HISTORICAL SOCIETY INC,HOLDEN HISTORICAL SOCIETY INC,MA,712120.0,A82
11598,42617474,2019,THE TOWN OF COBLESKILL HISTORICAL SOCIETY,THE TOWN OF COBLESKILL HISTORICAL SOCIETY,NY,712120.0,A82
11613,42621751,2019,NEW MARLBOROUGH HISTORICAL SOCIETY INC,NEW MARLBOROUGH HISTORICAL SOCIETY INC,MA,712120.0,A82
11629,42624321,2014,HATFIELD HISTORICAL SOCIETY 39 MAIN ST,HATFIELD HISTORICAL SOCIETY 39 MAIN ST,MA,712120.0,A82
11637,42626602,2019,DAUGHTERS OF ISIS OF NORTH & SOUTH AMERICA,DAUGHTERS OF ISIS OF NORTH & SOUTH AMERICA,MA,712120.0,A80
11689,42640987,2019,SOUTH GARDNER HISTORICAL SOCIETY INC,SOUTH GARDNER HISTORICAL SOCIETY INC,MA,712120.0,A82
11692,42642339,2019,HOLBROOK HISTORICAL SOCIETY INC,HOLBROOK HISTORICAL SOCIETY INC,MA,712120.0,A82
11726,42653400,2019,DAUGHTERS OF ISABELLA,DAUGHTERS OF ISABELLA,MA,712120.0,A80
11780,42667317,2019,GARDENS FOR CHARLESTOWN INC,GARDENS FOR CHARLESTOWN INC,MA,712130.0,C41
11827,42676767,2019,VILLAGE IMPROVEMENT AND HISTORICAL SOCIETY OF ROYALSTON INC,VILLAGE IMPROVEMENT AND HISTORICAL SOCIETY OF ROYALSTON INC,MA,712120.0,A82
11828,42677212,2018,HARVARD SQUARE DEFENSE FUND INC,HARVARD SQUARE DEFENSE FUND INC,MA,712120.0,A80
11845,42680645,2015,BILLERICA HISTORICAL SOCIETY,BILLERICA HISTORICAL SOCIETY,MA,712120.0,A82
11862,42686029,2019,BOURNE SOCIETY FOR HISTORIC PRESERVATION INC,BOURNE SOCIETY FOR HISTORIC PRESERVATION INC,MA,712120.0,A82
11873,42688422,2019,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,MA,712120.0,A80
11899,42694443,2019,PLAINFIELD HISTORICAL SOCIETY,PLAINFIELD HISTORICAL SOCIETY,MA,712120.0,A82
11940,42703972,2018,SOMERSET HISTORICAL SOCIETY INC,SOMERSET HISTORICAL SOCIETY INC,MA,712120.0,A82
11946,42704815,2018,MASSACHUSETTS HISTORY WORKSHOP INC,MASSACHUSETTS HISTORY WORKSHOP INC,MA,712120.0,A80
11990,42721004,2016,OLD CHELMSFORD GARRISON HOUSE ASSOCIATION INC,OLD CHELMSFORD GARRISON HOUSE ASSOCIATION INC,MA,712120.0,A80
11991,42721274,2019,ESSEX SOCIETY OF GENEALOGISTS,ESSEX SOCIETY OF GENEALOGISTS,MA,712120.0,A80
11996,42724138,2018,DAUGHTERS OF VARTAN,DAUGHTERS OF VARTAN,RI,712120.0,A80
12003,42725625,2018,NORTH ADAMS HISTORICAL SOCIETY INC,NORTH ADAMS HISTORICAL SOCIETY INC,MA,712120.0,A82
12010,42730197,2019,FOXBOROUGH HISTORICAL SOCIETY INC,FOXBOROUGH HISTORICAL SOCIETY INC,MA,712120.0,A82
12022,42731399,2017,BRIDGE OF FLOWERS PRESERVATION INC,BRIDGE OF FLOWERS PRESERVATION INC,MA,712120.0,A82
12040,42737016,2018,HISTORY PROJECT INC,HISTORY PROJECT INC,MA,712120.0,A80
12047,42738808,2019,MILLER MEMORIAL ASSOCIATION INC,MILLER MEMORIAL ASSOCIATION INC,MA,712120.0,A80
12050,42738928,2018,SONS AND DAUGHTERS OF HAWLEY INC,SONS AND DAUGHTERS OF HAWLEY INC,MA,712120.0,A80
12068,42743050,2018,BUCKLAND HISTORICAL SOCIETY INC,BUCKLAND HISTORICAL SOCIETY INC,MA,712120.0,A82
12077,42743421,2011,DRACUT HISTORICAL SOCIETY INC,DRACUT HISTORICAL SOCIETY INC,MA,712120.0,A82
12147,42765518,2018,PIONEER VALLEY CAPPELLA INC,PIONEER VALLEY CAPPELLA INC,MA,712120.0,A80
12162,42770150,2015,NATIONAL PLASTICS MUSEUM INC,NATIONAL PLASTICS MUSEUM INC,DC,712110.0,A50
12175,42773479,2018,SOUTH CHURCH PRESERVATION FUND INC,SOUTH CHURCH PRESERVATION INC,MA,712120.0,A82
12235,42790579,2015,PRADER WILLI ASSOCIATION OF NEW ENGLAND INC,PRADER WILLI ASSOCIATION OF NEW ENGLAND INC,MA,712110.0,A50
12274,42801051,2019,GRANVILLE HISTORICAL SOCIETY INC,GRANVILLE HISTORICAL SOCIETY INC,MA,712120.0,A82
12320,42844192,2018,THE ARNOLD ARBORETUM COMMITTEE INC,THE ARNOLD ARBORETUM COMMITTEE INC,MA,712130.0,C41
12325,42855613,2019,FALMOUTH GENEALOGICAL SOCIETY,FALMOUTH GENEALOGICAL SOCIETY,MA,712120.0,A80
12341,42864959,2018,LA SOCIETE HISTORIQUE FRANCO- AMERICAINE LTD,LA SOCIETE HISTORIQUE FRANCO- AMERICAINE LTD,MA,712120.0,A80
12346,42868060,2018,HEREDITARY ORDER OF THE FIRST FAMILIES OF MASSACHUSETTS INC,HEREDITARY ORDER OF THE FIRST FAMILIES OF MASSACHUSETTS INC,CA,712120.0,A80
12378,42888062,2019,NATIONAL SOCIETY COLONIAL DAMES XVII CENTURY,NATIONAL SOCIETY COLONIAL DAMES XVII CENTURY,MA,712120.0,A82
12461,42921878,2018,UPTON HISTORIACAL SOCIETY,UPTON HISTORIACAL SOCIETY,MA,712110.0,A54
12505,42946413,2019,ADAMS HISTORICAL SOCIETY INC,ADAMS HISTORICAL SOCIETY INC,MA,712120.0,A82
12516,42952729,2013,OLD COLONY AND FALL RIVER RR MUSEUM INC,OLD COLONY AND FALL RIVER RR MUSEUM INC,MA,712110.0,A50
12527,42961771,2019,MARSTONS MILLS HISTORICAL SOCIETY INC,MARSTONS MILLS HISTORICAL SOCIETY INC,MA,712120.0,A82
12582,42988387,2014,SOUTH BOSTON HISTORICAL SOCIETY INC,SOUTH BOSTON HISTORICAL SOCIETY INC,MA,712120.0,A82
12620,43011889,2011,EAST BRIDGEWATER HISTORICAL SOCIETY,EAST BRIDGEWATER HISTORICAL SOCIETY,MA,712120.0,A82
12635,43018253,2018,RODMAN LANDMARK INC,RODMAN LANDMARK INC,MA,712120.0,A80
12695,43048619,2019,LEICESTER HISTORICAL SOCIETY,LEICESTER HISTORICAL SOCIETY,MA,712120.0,A82
12700,43050885,2019,THE MONTEREY HISTORICAL SOCIETY INC,MONTEREY HISTORICAL SOCIETY INC,MA,712120.0,A82
12756,43070529,2019,MATTOON STREET HISTORIC PRESERVATIO ASSOCIATION,MATTOON STREET HISTORIC PRESERVATIO ASSOCIATION,MA,712120.0,A80
12806,43092642,2019,COMMITTEE FOR CONSTITUTIONAL OBEDIENCE INC,COMMITTEE FOR CONSTITUTIONAL OBEDIENCE INC,MA,712120.0,A82
12811,43094016,2019,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,MA,712120.0,A80
12832,43098415,2019,AMERICAN ASSOCIATION OF ZOO KEEPERS,AMERICAN ASSOCIATION OF ZOO KEEPERS,MA,712130.0,D50
12993,43134529,2019,DELANO KINDRED INC,DELANO KINDRED INC,CA,712120.0,A80
13030,43142559,2019,THE FORT MEADOW ASSOCIATION INC,THE FORT MEADOW ASSOCIATION INC,MA,712120.0,A80
