,100_of_Earned_upto_45_Gross_max_10m,45_of_Earned_max_10m,45_of_Gross_max_10m,EIN,Number of employees,Source,contributed_rev,earned_program_service_rev,gross_rev,tax_pd,total_exp,total_rev,NAME,STATE,NAICS,NTEEFINAL
110106,125918.0,56663.1,147177.0,951579032,1,2019-990,188826,125918,327060,201906,273773,327060,COLEMAN CHAMBER MUSIC ASSOCIATION OF PASADENA CALIF,CA,711130.0,A68
110207,0.0,0.0,19770.3,946184451,0,2019-990,10173,0,43934,201812,5585,-38173,STOCKTON OPERA ASSOCIATION INC,CA,711130.0,A6A
110315,0.0,0.0,64736.1,954850899,0,2019-990,143852,0,143858,201812,122483,143858,RAVEN DRUM FOUNDATION,CA,711130.0,A68
110326,0.0,0.0,190962.9,134086916,1,2019-990,182087,0,424362,201812,111352,196707,PRODUCTION MUSIC ASSOCIATION INC,CA,711130.0,A68
110381,29137.0,13111.65,1463618.25,431141114,0,2019-990,62927,29137,3252485,201812,3238118,3252485,COMPTON HEIGHTS CONCERT BAND,MO,711130.0,A6C
110519,217492.0,97871.40000000001,220713.75,381689662,36,2019-990,256949,217492,490475,201812,488162,474596,MILLAN THEATRE COMPANY,MI,711110.0,A65
110733,1224428.4000000001,565439.85,1224428.4000000001,571146474,157,2019-990,1410198,1256533,2720952,201906,2601922,2600317,CYGNET THEATRE COMPANY,CA,711110.0,A65
110740,102194.1,85724.1,102194.1,453281099,2,2019-990,36600,190498,227098,201812,226520,227098,GARAGISTE EVENTS INC,CA,711100.0,A60
110775,23557.95,18697.95,23557.95,680252306,0,2019-990,10800,41551,52351,201812,37662,52351,DANVILLE CHILDRENS MUSICAL THEATER,CA,711110.0,A65
111037,153881.0,69246.45,191559.6,237318530,4,2019-990,226206,153881,425688,201906,392902,425688,WILLIAMSPORT SYMPHONY ORCHESTRA,PA,711130.0,A69
111253,120636.0,73435.95,120636.0,356044128,2,2019-990,66997,163191,268080,201812,224507,233606,CIRCUS CITY FESTIVAL INC,IN,711100.0,A60
111263,186163.65,155452.5,186163.65,680049944,0,2019-990,68087,345450,413697,201906,445643,413697,TRI-VALLEY REPERTORY THEATRE,CA,711110.0,A65
111350,347858.55,258280.65,347858.55,930818429,13,2019-990,199060,573957,773019,201812,776409,773019,CAMELOT THEATRE COMPANY,OR,711110.0,A65
111578,491555.25,491555.25,491555.25,371763981,0,2019-990,0,1092345,1092345,201812,1358743,1092345,ST LOUIS OPERA HOUSE FOUNDATION,MO,711100.0,A61
111585,28962.9,28917.0,28962.9,201564191,0,2019-990,96,64260,64362,201812,69081,64362,FANTASY FORUM ACTORS ENSEMBLE,CA,711110.0,A65
111829,13107.0,5898.150000000001,78851.7,350578238,8,2019-990,17589,13107,175226,201812,58418,67651,PERU MAENNERCHOR INC,IN,711130.0,A6B
111959,0.0,0.0,85734.45,680478721,0,2019-990,0,0,190521,201812,12633,40521,BROADWAY SACRAMENTO FOUNDATION,CA,711110.0,A65
112022,360381.0,162171.45,413628.75,920058477,6,2019-990,63404,360381,919175,201906,380157,504485,VALLEY PERFORMING ARTS CENTER INC,AK,711110.0,A65
112202,347086.0,156188.7,646538.85,743089412,0,2019-990,884888,347086,1436753,201812,1253368,1356149,EDMONDS CENTER FOR THE ARTS,WA,711100.0,A61
112436,398372.85000000003,306053.10000000003,398372.85000000003,850109473,20,2019-990,180323,680118,885273,201906,765224,884374,ALBUQUERQUE LITTLE THEATRE INC,NM,711110.0,A65
112475,34860.6,26765.100000000002,34860.6,581940957,0,2019-990,3050,59478,77468,201906,89533,77468,MASQUERADE THEATRE INC,TN,711110.0,A65
112585,2293476.75,1382382.9000000001,2293476.75,561072874,83,2019-990,1153911,3071962,5096615,201812,5159610,4625713,NORTH CAROLINA THEATRE,NC,711110.0,A65
112694,36221.0,16299.45,114311.7,362986253,0,2019-990,194154,36221,254026,201812,57749,254026,FREMONT OPERA HOUSE INC,NE,711100.0,A61
112725,175148.0,78816.6,312093.9,136161632,4,2019-990,174000,175148,693542,201906,649730,693542,LIEDERKRANZ FOUNDATION INC,NY,711130.0,A68
112735,89007.0,40053.15,166019.85,132975453,16,2019-990,153373,89007,368933,201906,242287,244935,MUSIC BEFORE 1800 INC,NY,711130.0,A68
112812,143403.75,71849.25,143403.75,621298560,0,2019-990,102722,159665,318675,201812,322370,318675,ACAPPELLA MINISTRIES INC,TN,711130.0,A6B
112814,8239158.45,6779484.0,8239158.45,951744392,555,2019-990,2063810,15065520,18309241,201812,17380243,17720260,BROADWAY SACRAMENTO,CA,711130.0,A6A
112974,109498.05,109498.05,109498.05,453137601,0,2019-990,0,243329,243329,201812,243973,243329,OPEN WORLD DANCE FOUNDATION INC,FL,711120.0,A62
112994,101805.0,45812.25,262743.75,146038825,3,2019-990,226591,101805,583875,201812,334149,344497,MAVERICK CONCERTS INC,NY,711130.0,A68
113105,0.0,0.0,172477.80000000002,510227086,0,2019-990,374861,0,383284,201812,370309,383284,THE INSTITUTE FOR DANCE INC,VA,711120.0,A62
113127,0.0,0.0,122100.75,870434520,0,2019-990,0,0,271335,201905,101422,163005,OGDEN SYMPHONY BALLET ASSOCIATION FOUNDATION,UT,711120.0,A63
113293,113909.0,51259.05,169685.55000000002,391829237,3,2019-990,232004,113909,377079,201812,386921,372708,MIDSUMMERS MUSIC LTD,WI,711130.0,A68
113295,84160.0,37872.0,930202.2000000001,133836585,4,2019-990,35711,84160,2067116,201812,619786,1425401,BANG GROUP INC,NY,711120.0,A62
113348,110344.5,83560.5,110344.5,455117346,0,2019-990,59362,185690,245210,201812,223957,245210,PERFORMING ARTS ACADEMY OF NEW BRAUNFELS INC,TX,711100.0,A60
113378,556321.0,250344.45,837389.25,840632111,27,2019-990,1110552,556321,1860865,201812,1549818,1758826,NEW DANCE THEATRE INC,CO,711120.0,A62
113404,374122.35000000003,221533.2,374122.35000000003,223128187,21,2019-990,275979,492296,831383,201812,793961,831383,CAPE COD REPERTORY THEATRE COMPANY INCORPORATED,MA,711110.0,A65
113485,107681.40000000001,84759.75,107681.40000000001,990063135,5,2019-990,50894,188355,239292,201812,235953,239292,AMERICAN FEDERATION OF MUSICIANS OF THE US & CANADA,HI,711130.0,A68
113555,0.0,0.0,21215.7,136001556,1,2019-990,26175,0,47146,201906,52153,37470,NATIONAL ORCHESTRAL ASSOCIATION INC,NY,711130.0,A69
113666,90930.6,82604.7,90930.6,651037406,0,2019-990,0,183566,202068,201812,221001,202068,INTERNATIONAL BALLET COMPANY,FL,711120.0,A63
113708,145288.0,65379.6,146604.15,522343419,6,2019-990,161714,145288,325787,201812,375796,322209,GARFIELD CENTER FOUNDATION INC,MD,711110.0,A65
113710,658005.0,296102.25,1086737.85,562303577,28,2019-990,1756968,658005,2414973,201906,2382306,2414973,JAZZ HOUSE KIDS INC,NJ,711130.0,A6C
113712,71301.6,68691.6,71301.6,20619993,0,2019-990,5800,152648,158448,201812,150119,158448,SLEEPY HOLLOW PERFORMING ARTISTS INC,NY,711100.0,A60
113729,0.0,0.0,50031.9,810123312,0,2019-990,27805,0,111182,201812,53418,111182,BUTTE COMMUNITY CONCERT ASSOCATION INC,MT,711130.0,A68
113911,0.0,0.0,87009.75,208151336,5,2019-990,193355,0,193355,201812,193614,193355,ARTS ENSEMBLE EDUCATION FOUNDATIONINC,FL,711130.0,A6C
114003,17145.45,12563.1,17145.45,721152205,0,2019-990,9717,27918,38101,201812,36211,38101,THE CHILDRENS THEATRE COMPANY INC,LA,711110.0,A65
114227,160493.85,148765.5,160493.85,462662624,3,2019-990,24542,330590,356653,201812,298280,356653,DANCE NEW ENGLAND INC,MA,711120.0,A62
114308,357500.7,217756.35,357500.7,942751127,23,2019-990,280449,483903,794446,201906,744443,794446,WOODLAND OPERA HOUSE INC,CA,711130.0,A6A
114394,1598116.5,731437.65,1598116.5,582305233,109,2019-990,1922464,1625417,3551370,201906,3350801,3551370,RIVERCENTER INC,GA,711100.0,A61
114484,306264.60000000003,254524.95,306264.60000000003,946068579,14,2019-990,0,565611,680588,201812,572232,599920,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES & MOVING PICTURE M,CA,711110.0,A65
114571,522324.9,286768.8,522324.9,264840125,89,2019-990,510239,637264,1160722,201906,1249314,1160722,PLAYHOUSE THEATRE GROUP INC,CT,711100.0,A61
114632,141447.15,99623.25,141447.15,262552616,8,2019-990,86983,221385,314327,201812,319734,314327,THE SAPPHIRE THEATRE COMPANY INC,IN,711110.0,A65
114771,7263.0,3268.35,108853.65000000001,202990023,5,2019-990,228606,7263,241897,201812,272643,241897,AMERICAN LYRIC THEATER CENTER INC,NY,711110.0,A65
114971,222368.85,167834.25,222368.85,271112550,12,2019-990,72121,372965,494153,201812,472692,471371,LANDMARK COMMUNITY THEATRE,CT,711110.0,A65
115088,567115.2000000001,448593.75,567115.2000000001,480978508,3,2019-990,257208,996875,1260256,201812,1517192,1243896,ORPHEUM PERFORMING ARTS CENTRE LTD,KS,711100.0,A61
115306,379634.4,199773.9,379634.4,742493831,25,2019-990,331498,443942,843632,201812,857479,798467,CIRCUS FLORA INC,MO,711100.0,A60
115357,128951.55,73211.85,128951.55,391972553,21,2019-990,99390,162693,286559,201812,258600,274203,THIRD AVENUE PLAYHOUSE INC,WI,711100.0,A61
115364,208639.80000000002,111217.95,208639.80000000002,383138265,5,2019-990,108429,247151,463644,201812,482168,434799,MICHIGAN THEATRE OF JACKSON INC,MI,711100.0,A61
115385,0.0,0.0,111179.25,742172844,1,2019-990,247065,0,247065,201812,212282,247065,AMUSEMENT & MUSIC OPERATORS OF TEX,TX,711130.0,A68
115386,467832.15,378681.3,467832.15,237370856,22,2019-990,150721,841514,1039627,201812,908711,1039627,LORAIN CIVIC CENTER COMMITTEE INC,OH,711100.0,A60
115446,0.0,0.0,123055.65000000001,820584665,0,2019-990,273457,0,273457,201812,252935,273457,PLAY FOR YOUR CAUSE,NY,711110.0,A65
115452,213441.30000000002,207965.25,213441.30000000002,201465068,3,2019-990,12151,462145,474314,201812,352726,474314,CAMBRIDGE DANCE YOUTH PROGRAM INC,MA,711120.0,A62
115454,74697.0,33613.65,88931.25,160988051,2,2019-990,89376,74697,197625,201812,226328,190349,EARLVILLE OPERA HOUSE INC,NY,711100.0,A61
115478,66675.15000000001,40536.0,66675.15000000001,431453653,1,2019-990,46470,90080,148167,201906,140448,148167,COMMUNITY THEATRE FOR SOUTHWEST MISSOURI,MO,711110.0,A65
115572,425374.0,191418.30000000002,860243.85,942867269,80,2019-990,1486279,425374,1911653,201812,1387910,1911653,SHAKESPEARE-SAN FRANCISCO,CA,711110.0,A65
115603,47400.0,21330.0,155961.0,454202156,0,2019-990,299180,47400,346580,201812,1330253,346580,AMERICAN FRIENDS OF LES ETES DE LA DANSE INC,CT,711100.0,A60
115642,3473339.0,1563002.55,4752673.65,841220222,166,2019-990,6748608,3473339,10561497,201812,10464341,10560682,JAZZ AT ASPEN-SNOWMASS,CO,711130.0,A68
115695,59448.0,26751.600000000002,259713.45,581393271,7,2019-990,471246,59448,577141,201906,573169,570725,FAYETTEVILLE SYMPHONY ORCHESTRA INC,NC,711130.0,A69
115713,156676.05000000002,108245.25,156676.05000000002,465158615,0,2019-990,16620,240545,348169,201812,243379,309193,FCHS CHORAL BOOSTERS INC,IN,711130.0,A6B
115817,239772.15,232843.05000000002,239772.15,43601205,38,2019-990,9505,517429,532827,201812,510424,531273,CANOPY STUDIO INC,GA,711120.0,A62
115819,60285.0,27128.25,172865.7,541488884,2,2019-990,4432,60285,384146,201812,109893,384146,SHOWTIMERS OF ROANOKE VALLEY INC SHOWTIMERS,VA,711110.0,A65
115878,75411.0,33934.950000000004,133033.5,330299072,3,2019-990,117539,75411,295630,201812,289262,273971,SPRECKELS ORGAN SOCIETY,CA,711130.0,A68
115945,0.0,0.0,183925.35,810517922,0,2019-990,408723,0,408723,201812,53403,408723,BELT THEATER COMPANY,MT,711110.0,A65
116011,180194.85,101688.3,180194.85,223756598,12,2019-990,110619,225974,400433,201812,597839,345878,FOOTHILLS PERFORMING ARTS CENTER INC,NY,711100.0,A61
116052,6443024.4,5119614.0,6443024.4,223348540,135,2019-990,2717554,11376920,14317832,201906,13997098,14139750,SOUTH STREET THEATER CO INC,NJ,711110.0,A65
116234,221357.25,181776.15,221357.25,204941539,27,2019-990,87956,403947,491905,201812,516106,491905,PATTI RUTLAND JAZZ INC,AL,711130.0,A6C
116286,9514.800000000001,9514.800000000001,9514.800000000001,263928774,0,2019-990,0,21144,21144,201908,10777,21144,BOSTON CHINESE DANCE,MA,711120.0,A62
116289,10946.0,4925.7,29380.05,261934381,0,2019-990,43000,10946,65289,201812,56041,65289,RITZ THEATER NEWBURGH INC,NY,711110.0,A65
116656,109042.2,97087.05,109042.2,800482365,0,2019-990,4063,215749,242316,201812,225298,233710,DOWNRIVER ACTORS GUILD,MI,711110.0,A65
116763,19341.0,8703.45,35569.8,451100375,0,2019-990,59625,19341,79044,201812,55231,79044,UNITY MUSIC FOUNDATION,CA,711130.0,A68
116819,0.0,0.0,26280.0,273815336,0,2019-990,29000,0,58400,201906,42635,43728,BERT LYNN MUSIC CORPS ASSOCIATION,CA,711130.0,A68
116823,171111.15,170932.95,171111.15,203727516,0,2019-990,0,379851,380247,201903,374993,380247,MICHIGAN MUSIC CONFERENCE,MI,711130.0,A68
116842,58693.0,26411.850000000002,93796.65000000001,205762711,1,2019-990,91760,58693,208437,201812,176148,208437,CIVIC SYMPHONY OF BENTON COUNTYGUILD INC,AR,711130.0,A69
116844,7101.0,3195.4500000000003,33565.950000000004,464965332,0,2019-990,67475,7101,74591,201812,7577,74591,GOODING RESTORATION FOR ENTERTAINMENT ARTS & THEATER INC,ID,711110.0,A65
116862,125665.65000000001,94285.35,125665.65000000001,133852592,14,2019-990,68628,209523,279257,201812,240803,279257,BUILDERS ASSOCIATION INC,NY,711110.0,A65
116875,22000.0,9900.0,770078.7000000001,46307813,0,2019-990,0,22000,1711286,201812,176946,147451,AMERICAN FEDERATION OF MUSICIANS MUSICIANS MUTAUL RELIEF SOCIETY 9-,MA,711130.0,A68
116876,548183.25,463337.10000000003,548183.25,770335126,53,2019-990,188315,1029638,1218185,201812,1182961,1218185,PENINSULA YOUTH THEATRE,CA,711110.0,A65
116889,162657.9,77286.6,162657.9,521270466,10,2019-990,182538,171748,361462,201906,369717,356914,SYMPHONICITY THE SYMPHONY ORCHESTRA OF VIRGINIA BEACH,VA,711130.0,A69
116891,133830.9,71106.75,133830.9,351179573,3,2019-990,132587,158015,297402,201906,272058,291482,ELKHART CIVIC THEATRE INC,IN,711110.0,A65
117015,345507.3,299182.95,345507.3,41106210,4,2019-990,0,664851,767794,201812,785060,767794,AMERICAN FEDERATION OF MUSICIANS OF THE US & CANADA,MA,711130.0,A68
117018,97882.0,44046.9,259835.4,237288883,39,2019-990,439576,97882,577412,201812,391535,570987,OLDCASTLE PRODUCTIONS,VT,711110.0,A65
117085,1042227.0,469002.15,1870458.75,330705045,53,2019-990,3105425,1042227,4156575,201812,2118956,4156575,NEW EARTH ORGANIZATION,CA,711100.0,A60
117192,0.0,0.0,274589.55,430497330,11,2019-990,583844,0,610199,201812,627531,606546,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES & MOVING PICTURE,MO,711110.0,A65
117229,248080.5,206257.05000000002,248080.5,454189831,3,2019-990,92259,458349,551290,201812,488653,551290,WELLESLEY THEATRE PROJECT INC,MA,711110.0,A65
117338,78328.8,70984.35,78328.8,261133263,1,2019-990,16321,157743,174064,201812,136311,174064,YOUNG ACTORS PROJECT,CA,711110.0,A65
117512,0.0,0.0,206398.80000000002,931277926,0,2019-990,314309,0,458664,201906,459641,371360,SNOWMAN FOUNDATION INC,OR,711100.0,A60
117556,23244.0,10459.800000000001,48505.5,464890967,0,2019-990,83310,23244,107790,201812,102513,107790,PETER LONDON GLOBAL DANCE COMPANY INC,FL,711120.0,A62
117660,0.0,0.0,2166488.5500000003,451806143,119,2019-990,4717989,0,4814419,201906,4288890,4759418,PLAY SAFE,SC,711110.0,A65
117696,142074.9,133864.65,142074.9,770472982,0,2019-990,18245,297477,315722,201812,314769,315722,SANTA BARBARA MARIACHI FESTIVAL INC,CA,711130.0,A68
118010,0.0,0.0,96752.25,203473359,1,2019-990,215005,0,215005,201812,234190,215005,SIOUX FALLS STATE THEATRE COMPANY,SD,711110.0,A65
118022,87146.1,47689.200000000004,87146.1,270472565,14,2019-990,86962,105976,193658,201906,157536,193658,VISCERAL DANCE CHICAGO NFP,IL,711120.0,A62
118330,141760.35,124642.8,141760.35,461868755,19,2019-990,25008,276984,315023,201812,293789,314299,BAS MELECH PERFORMING ARTS PROGRAM INC,MD,711100.0,A60
118506,179296.0,80683.2,325865.7,540805937,2,2019-990,486925,179296,724146,201906,655400,714659,ALEXANDRIA SYMPHONY ORCHESTRA INC,VA,711130.0,A69
118586,0.0,0.0,63521.55,263123118,0,2019-990,92206,0,141159,201812,87791,141159,HISTORIC DESOTO THEATRE FOUNDATION INC,GA,711110.0,A65
118599,2127386.25,964471.05,2127386.25,391374611,6,2019-990,456148,2143269,4727525,201812,2854520,2803589,IRISH FESTIVALS INC,WI,711100.0,A60
118607,289673.10000000003,185847.30000000002,289673.10000000003,262518913,46,2019-990,29389,412994,643718,201812,613129,573296,CURIOUS COMEDY PRODUCTIONS,OR,711110.0,A65
118633,3319723.0,1493875.35,5380882.65,141466353,474,2019-990,3741104,3319723,11957517,201812,9198635,9412593,SARATOGA SPRINGS PERFORMING ARTS CENTER INC,NY,711100.0,A61
118667,381901.0,171855.45,535904.55,911650005,10,2019-990,621387,381901,1190899,201812,1501715,1165848,ICICLE CREEK CENTER OF THE ARTS,WA,711130.0,A68
118669,543989.0,244795.05000000002,547293.15,356001476,12,2019-990,631480,543989,1216207,201906,1165709,1197483,FORT WAYNE CIVIC THEATRE INC,IN,711110.0,A65
118734,493181.10000000003,298661.85000000003,493181.10000000003,237409990,16,2019-990,267310,663693,1095958,201812,968810,990527,NORTHWEST CHOIRS,WA,711130.0,A6B
118756,142893.0,64301.85,636538.05,66090876,6,2019-990,567744,142893,1414529,201906,844415,820261,WATERBURY SYMPHONY ORCHESTRA INC,CT,711130.0,A69
118777,43903.8,25214.850000000002,43903.8,800073226,0,2019-990,14842,56033,97564,201812,116263,87528,MOUNDS THEATRE COMPANY,MN,711110.0,A65
118797,1500.0,675.0,97368.3,954315054,1,2019-990,214799,1500,216374,201812,115665,216374,DEAF WEST THEATRE COMPANY INC,CA,711110.0,A65
118863,152164.80000000002,86397.75,152164.80000000002,550346301,0,2019-990,137590,191995,338144,201812,391583,338144,CHARLESTON LIGHT OPERA GUILD INC,WV,711130.0,A6A
119002,150683.4,71328.6,150683.4,200636695,0,2019-990,174299,158508,334852,201906,327407,334852,TENET NYC INC,NY,711130.0,A68
119126,0.0,0.0,606460.5,431820447,0,2019-990,797584,0,1347690,201812,1427360,680544,BLUES FOR KIDS,MO,711130.0,A68
119137,4099.0,1844.55,168083.1,651298828,1,2019-990,245300,4099,373518,201812,151992,254406,HISTORIC LANSDOWNE THEATER CORPORATION,PA,711110.0,A65
119165,0.0,0.0,37071.0,650165785,0,2019-990,82380,0,82380,201812,67558,82380,PALM BEACH SHAKESPEARE FESTIVAL INC,FL,711110.0,A65
119291,389955.15,187926.75,389955.15,751777222,68,2019-990,448938,417615,866567,201812,739813,866567,CIRCLE THEATRE INC,TX,711110.0,A65
119312,152123.85,152024.4,152123.85,43484835,1,2019-990,0,337832,338053,201812,372543,338053,GOLD DUST ORPHANS INC,MA,711110.0,A65
119361,1092800.0,491760.0,9031504.950000001,135643627,116,2019-990,9716960,1092800,20070011,201812,6824167,12538930,CARAMOOR CENTER FOR MUSIC & THE ARTS INC,NY,711130.0,A68
119399,147991.0,66595.95,246860.1,861115884,3,2019-990,317488,147991,548578,201812,713096,548578,VIRGINIAS HERITAGE MUSIC TRAIL THE CROOKED ROAD INC,VA,711130.0,A68
119416,6875.0,3093.75,213003.9,205849794,5,2019-990,72578,6875,473342,201812,257730,447615,BOB MOOG MEMORIAL FOUNDATION FOR ELECTRONIC MUSIC INC,NC,711130.0,A68
119579,50899.0,22904.55,54363.6,251560018,0,2019-990,28815,50899,120808,201906,102478,91814,UPPER ST CLAIR CHORAL BOOSTERS ASSOCIATION INC,PA,711130.0,A6B
119613,0.0,0.0,101407.05,461617742,0,2019-990,182482,0,225349,201812,123347,188412,BAND OF ANGELS CORP,KS,711130.0,A6C
119638,513765.0,231194.25,687638.25,310994059,23,2019-990,912469,513765,1528085,201906,1064365,1524043,MARKET HOUSE THEATRE OF PADUCAH KENTUCKY INC,KY,711110.0,A65
119648,449718.75,449081.10000000003,449718.75,410574503,80,2019-990,0,997958,999375,201812,969118,999375,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES & MOVING PICTURE,MN,711110.0,A65
119703,68832.0,30974.4,401940.0,870502896,10,2019-990,547477,68832,893200,201812,647552,748092,MOAB MUSIC FESTIVAL INC,UT,711130.0,A68
119831,2033730.45,1141994.25,2033730.45,431434156,192,2019-990,1819268,2537765,4519401,201812,4627970,4351955,STAGES ST LOUIS,MO,711110.0,A65
119838,308845.35000000003,236463.75,308845.35000000003,472717128,1,2019-990,128149,525475,686323,201812,641190,675754,ACORN CENTER FOR THE PERFORMING ARTS,MI,711100.0,A61
119938,128474.0,57813.3,142483.95,581888248,5,2019-990,49057,128474,316631,201812,247489,226776,THE RALEIGH RINGERS INC,NC,711130.0,A6C
119980,593271.4500000001,542726.1,593271.4500000001,453935915,28,2019-990,112323,1206058,1318381,201812,1227760,1318381,GRANBURY THEATRE COMPANY INC,TX,711110.0,A65
120010,0.0,0.0,112144.95,581272590,0,2019-990,126052,0,249211,201904,165932,190452,WHEELER HIGH SCHOOL BAND AND ORCHESTRA BOOSTER CLUB,GA,711130.0,A69
120028,81281.0,36576.450000000004,104453.55,576025741,4,2019-990,121198,81281,232119,201906,202526,214322,FLORENCE SYMPHONY ORCHESTRA,SC,711130.0,A69
120114,0.0,0.0,114206.85,550708604,0,2019-990,253793,0,253793,201812,227811,253793,NORTHERN WEST VIRGINIA DANCE COUNCIL INC,WV,711120.0,A62
120351,193815.45,109663.65000000001,193815.45,222453270,4,2019-990,174410,243697,430701,201906,432780,426016,BLACKFRIARS OF ROCHESTER NY INC,NY,711110.0,A65
120498,223543.80000000002,159193.80000000002,223543.80000000002,471611231,27,2019-990,137974,353764,496764,201812,417222,494124,CREATIVE ABILITY DEVELOPMENT INC,NY,711130.0,A68
120622,149665.5,121302.90000000001,149665.5,203109062,7,2019-990,57228,269562,332590,201906,313389,332590,BALLET THEATRE OF TOLEDO INC,OH,711120.0,A63
120656,84607.0,38073.15,109183.95,711004429,20,2019-990,158024,84607,242631,201812,398996,242631,KYL DANCERS INC,PA,711120.0,A62
120725,271722.60000000003,271722.60000000003,271722.60000000003,271215254,0,2019-990,0,603828,603828,201812,601461,603828,RGV GENESIS DRUM AND BUGLE CORPS INC,TX,711130.0,A68
120779,83930.0,37768.5,137692.35,43341328,0,2019-990,93996,83930,305983,201812,180329,162830,THEATREZONE INC,MA,711110.0,A65
120854,558882.9,475912.35000000003,558882.9,521350826,8,2019-990,560,1057583,1241962,201812,1062767,1105521,CERTIFICATION BOARD FOR MUSIC THERAPISTS,PA,711130.0,A68
120889,102683.7,73953.45,102683.7,590828616,0,2019-990,46752,164341,228186,201906,181495,222445,DAYTONA PLAYHOUSE,FL,711110.0,A65
120890,573243.75,526347.0,573243.75,251653208,8,2019-990,0,1169660,1273875,201812,1111663,1227745,TOURNAMENT OF BANDS MUSIC FESTIVAL INC,PA,711130.0,A6C
120934,452380.05,244312.65,452380.05,341568622,12,2019-990,461199,542917,1005289,201812,1063272,1005289,SANDUSKY STATE THEATER INC,OH,711110.0,A65
121004,268551.9,137168.1,268551.9,330488298,9,2019-990,268646,304818,596782,201906,579949,578122,SAN DIEGO CHILDRENS CHOIR,CA,711130.0,A6B
121237,0.0,0.0,96576.3,592616456,12,2019-990,211187,0,214614,201906,234227,214614,MICHELEE PUPPETS INC,FL,711110.0,A65
121258,89063.0,40078.35,244591.2,231513718,5,2019-990,336500,89063,543536,201906,330547,474616,ALTOONA SYMPHONY SOCIETY INC,PA,711130.0,A69
121298,465930.0,209668.5,1461285.0,421698454,8,2019-990,2769320,465930,3247300,201812,1507254,3247300,THE INTERNATIONAL ASSOCIATION OF BLACKS IN DANCE INC,MD,711120.0,A62
121493,96845.40000000001,57581.1,96845.40000000001,251551206,0,2019-990,80819,127958,215212,201812,155331,208835,THE GEYER PERFORMING ARTS CENTER,PA,711100.0,A61
121494,348544.0,156844.80000000002,1737288.0,331194964,74,2019-990,1517028,348544,3860640,201812,2747629,2108720,ROSIES THEATER KIDS INC,NY,711100.0,A60
121519,128314.35,125001.90000000001,128314.35,810982503,12,2019-990,1294,277782,285143,201812,284530,282997,LAKE THEATRE PRODUCTIONS,NY,711110.0,A65
121643,45676.8,44781.3,45676.8,870660683,0,2019-990,99,99514,101504,201812,99672,101504,SPIRE MUSIC,AZ,711130.0,A68
121836,375824.7,287768.7,375824.7,30345579,43,2019-990,180901,639486,835166,201906,824056,835166,UPPER VALLEY MUSIC CENTER INC,NH,711130.0,A68
121876,144310.95,138476.7,144310.95,471106570,3,2019-990,12965,307726,320691,201812,345639,320691,LIGHTS AND SOUNDS COLLECTIVE INC,CA,711130.0,A68
121921,126930.15000000001,126718.2,126930.15000000001,510138974,0,2019-990,0,281596,282067,201812,251224,282067,INSTITUTE OF CERTIFIED RECORDS MANAGERS,NY,711130.0,A68
121956,47330.0,21298.5,180429.75,811633476,0,2019-990,352584,47330,400955,201812,136377,400639,STAGE LEFT PRODUCTIONS INC,AZ,711110.0,A65
122166,252429.0,113593.05,376932.60000000003,930813271,7,2019-990,294542,252429,837628,201812,342932,837278,COTTAGE THEATRE,OR,711110.0,A65
122184,398017.35000000003,371938.95,398017.35000000003,462481406,33,2019-990,57952,826531,884483,201812,748693,884483,HARMONIC MUSIC FOUNDATION INC,DC,711130.0,A68
122204,189564.30000000002,116736.3,189564.30000000002,453354247,1,2019-990,161840,259414,421254,201812,350458,421254,DREAM ORCHESTRA INC,CA,711130.0,A69
122308,0.0,0.0,33112.8,472075554,0,2019-990,18791,0,73584,201812,26817,18075,FALLON COMMUNITY THEATRE INC,NV,711110.0,A65
122351,1811240.0,815058.0,4323941.55,133753011,134,2019-990,7037807,1811240,9608759,201812,9924812,8878939,STORYCORPS INC,NY,711130.0,A68
122373,82415.0,37086.75,138937.05000000002,270118569,5,2019-990,226318,82415,308749,201812,288304,308749,LITTLEGLOBE PRODUCTIONS,NM,711100.0,A60
122395,724244.4,398229.3,724244.4,850332879,16,2019-990,597618,884954,1609432,201812,1403400,1609432,THE NATIONAL INSTITUTE OF FLAMENCO,NM,711120.0,A62
122403,2407368.6,1334332.35,2407368.6,916037374,2,2019-990,0,2965183,5349708,201812,1693449,3391051,NORTHWEST WALL & CEILING CONTRACTORS ASSOCIATION,WA,711120.0,A62
122520,3043409.0,1369534.05,3777805.8000000003,341191163,216,2019-990,4414626,3043409,8395124,201812,6173698,8163977,ODC,CA,711120.0,A62
122601,0.0,0.0,40720.950000000004,364807520,0,2019-990,90491,0,90491,201812,114067,90491,MESTIZO DANCE INC,NY,711120.0,A62
122682,6500.0,2925.0,113315.40000000001,911862731,10,2019-990,245133,6500,251812,201812,128630,251812,RED EAGLE SOARING,WA,711110.0,A65
122810,28770.0,12946.5,45959.4,760541320,1,2019-990,73331,28770,102132,201812,106455,102132,CONROE SYMPHONY ORCHESTRA,TX,711130.0,A69
122821,1195314.75,717772.9500000001,1195314.75,910971237,220,2019-990,966802,1595051,2656255,201812,2885464,2599961,TAPROOT THEATRE,WA,711110.0,A65
